products_and_services,products_id
sell bevarage,29a6fd6c-b361-467f-b5f4-8ee75e254ba6
alcohols,0bba0aa6-3634-45fb-a349-fc66779fa879
italian cold meats,526b259b-3b34-4530-b32e-440f72a2fdc9
breadsticks,af58278d-9353-4f02-9e82-4571d5aaba63
taralli crackers,bf2e512f-9113-4e6e-8d22-39b7a3bfb6c7
frozen foods - production,96813efc-8d45-4367-9220-bdfbe470237b
supermarket,9c5cf603-2e63-46fc-a239-40d0379cece6
import-export - computers,36325dac-2f16-4c26-953f-492c10996cb5
import-export - rubber and plastic products,da12daa5-aeb6-4849-86bd-2df1648639c1
"import-export - jewellery, precious stones, watches and clocks",5c64897f-bba8-4bdf-beb9-2a18c7d69ccc
buying and selling,d949c11d-1028-4a32-981f-00f30d36716c
grossista di fiori di canapa e derivati,ab9850c2-cd93-418e-a0b7-4e7a6a664f45
migliore canapa,fe448abc-1724-4411-b8b5-21dd94270039
broker commodities,39452795-70f0-4d16-bc91-5647c1536249
creative solution,cdc3ee5d-cf43-4c51-b733-2e3eedec994b
produzione olio extravergine oliva,dfa67ea4-787f-4f97-84cb-367689dbcbc0
vegetable growing,bff10d78-dbe7-4376-8587-7a6574690f93
prodotti tipici liguri,cb2212c1-644a-4f46-a9d5-85c52822a17f
importazione oglio di girasole,a4046729-c159-425d-90bc-3bacf005c1f6
vendita frutta e verdura al ingrosso,648d2e75-c1af-43a8-b45c-3029d45a19bd
commercio internazionle di sughero,f2cf865d-2e7b-499f-8cc1-0c86761e2d2d
to cultivate,5238c46e-a7cc-4373-a55d-55d6f36572aa
to breed,ec567b70-39f7-4ab0-b188-ae93c3ffc5be
to produce,3a4d3fc0-ee4e-469b-868d-a3f9b0818557
natural entrails,7d39b81e-a86a-4a0d-926c-ba55446999b1
entrails,a1ae5740-a0bd-47a2-bd84-f070dab8db44
food additives,078de0c3-9506-4781-aa96-75ce3e1f7b4b
products for animal health and beauty,5d930438-0607-40b3-9afb-ebd9d97bd26e
deli meats,7364f055-1db6-4e24-9b92-0902ccc72f14
dressed pork factories,99bde9e8-7529-4c0d-8a42-376ecb4f7763
diuretics,778b2de9-337c-46f6-af76-1d4ce1003ec4
beta-blocking drugs,0e80e07c-b114-4f76-83fd-35555b5cf906
antihypertensives,2534fea7-91a5-4379-96d6-bb0c9e0c66ba
bava lumaca microfiltrata,705d153d-01d8-44a9-8f85-68360e91ed50
allevamento lumache,b5702012-17dc-4492-a3e7-2a80762c0197
cosmos,36fe56b2-8744-4096-8f2e-b4b6d174a0a9
materia prima cosmetica,1efdbfea-681b-4028-b12f-c4db9491a7b3
dermocosmetics,e884a1f1-027c-4009-8428-92d5e76bde60
import of ham,dfe46090-857e-41bf-a5d4-5fd3d38d8d72
artistic cast iron work,faca9e7f-e3a7-427a-9b72-14aeec073b30
plant and equipment for the production of food animal fats and oils,5ab39cca-a52e-4238-9b6e-e8d6380edd74
paraffins,6458bc70-0a3c-4e60-8aa4-59c29f9cde8a
coloured waxes,b6d4d914-262f-4363-a415-6ff00b022dc3
waxing,d4b1a9e3-1f5d-41d6-bab2-28b73f618feb
"aperitifs, alcoholic",83ed867b-b34c-42c3-9de0-7d453285d9f1
alcoholic drinks produced with own brand label,517bd3bd-e491-45aa-834d-faa79ce3f9f8
gin,f971064e-bd24-4c4b-ab88-b47cfb61f643
top quality cordials,71036f1d-73f4-4c42-8386-08a9977a0b3b
eau-de-vie,c90ef45d-efee-4085-b906-b1376b2d7ab0
vermouth,45d90a03-bd63-48f8-9703-8129b930975f
top quality alcohols,4fa63811-ff77-4af2-a7eb-1d142a7dc610
limoncello,2c4b185b-1b2b-47d8-936f-68007d3053dd
nightwear,1d58e172-ad49-4562-90e0-dc6702afadc0
beachwear,265794ab-9508-4614-9144-f11f02679a9f
household linen cloth,3b504f83-6732-43c4-b4ca-428e4b08040d
sleepwear,b0f09e34-0d97-40ea-833b-6c96de2d2029
stainless steel containers for wine,3d97473e-41c9-4c40-8749-cd2003672a9f
stainless steel containers for oil,4c33420f-770a-4f17-8b07-68caa4cb7deb
typical honeys,fbae9575-7433-40a7-b256-8197be6e75e0
flavoured marzipan,0651812f-b237-42e0-8caa-407c81e66341
truffle honey,a78a5894-ed38-4618-937c-1b4640f7e3e4
beekeeping products,b20548de-8453-4a1b-9a08-7f070dbc2be1
honey separators for beekeeping,6a94922a-4aae-4fe1-b40a-f02cac009622
granules for plastics,9fa7deb1-b239-42bd-9f2d-9e9205cafef1
wholesale roasted and refined coffee,24a3e1e8-c95d-4b12-b2bd-be1edef0ac95
italian coffee exporter,dd391911-2882-4d66-95c2-7ca848cb37b3
coffee pods,aedc3ccc-dbb8-4d5c-b270-24e9862765f5
roasting,b51dc6a3-1cac-4e7b-8288-3fe23e1f64bf
coffee capsules,da1a0a68-6b4b-4ca8-b727-25f3d8d38cf5
infrared lamps,432385bd-8a4a-4b42-919b-2bd870366699
abbeveratoi antispreco,0026faa3-84b6-4f07-a872-3433a9f673a4
infrared ray thermometers,67eae593-7b35-4864-a855-3d5ee6e74b44
treated feeds,b7603259-b580-4d36-8ede-08d37f6ec763
feed ingredients,86c83b1a-a039-4b32-8e1b-4d62f66e0de2
predipping post dipping mixer bixcomponents,9a2c2812-20a1-4a19-bc36-e65e391f7bec
lievito di birra per animali,d309795b-76ca-4d1c-a659-991d299d9c8b
box equipment,54def8bd-aad9-4103-8ec5-9bc6e82b23be
industrial mud suction,decfe250-3ba5-418d-97e0-8338897c6565
disinfecting equipment,4bd4b6ac-833b-4fc8-9038-196fe8381ca2
postal pigeon-hole boxes for buildings,5e92a1a2-5e5d-45bc-a92d-1b2b205b23fa
safety locker,e3ab69d2-4f44-453d-afb8-5620896dc8ac
disinfection and disinfestation of land and environments,5c75aa4a-c5c7-4616-9c07-33a6de759f6d
rat extermination and paracitisidal treatments of ground and environments,5860a6f0-2ba4-476c-993e-743fd37d4734
gas and polluting smoke reduction systems,6b2848ed-1b09-44df-a4f4-b91102c26821
rat extermination for buildings and environments,c9225bc6-95a0-4109-a591-955cee930a92
cockroach disinfestation,e38aeb29-4005-497e-a1a6-4a04c9ae71bf
environmental monitoring,65130d44-11ad-4435-9af9-1127575751a2
pigeon hole units for objects,ff7935c1-c355-4e10-90d4-017bb06d846b
consoles,b1685a29-904c-4518-a90b-68648bef498e
mechanical transmission systems and components,65f328bd-d72e-4127-9070-3c2a2d77c045
mechanical drives,b9764fb2-f460-4877-887a-e6238c07d82e
transmission gears,7315f807-ceef-42f8-9008-0e33b04e017c
technical belts,f8611892-acfb-4bdc-ab31-002307b5791b
rubber cog belts,cee5a98e-8315-4808-a802-0007fa6a5e28
toothed belts,0bcf925e-f317-4e28-a14d-352c197def90
smooth driving belts,67209e4f-ac6c-4157-ad40-4e72dc2d0fa3
toothed driving belts,8c494b68-a098-445c-aa2d-ac83d97fe326
gears for goods hoists,e23b1a88-eb3f-4978-b6ae-d87d1f02bf7c
gears for pumps,a043ab4c-0339-47ec-9517-0b1a7c6c5157
pignone,2936e510-a258-4253-b483-5423b2fb28db
helicoidal gears,5910959b-5552-42e4-819a-6c14724d9681
goods hoist parts and accessories,784bbe28-a52b-4390-8f15-a60552935842
cylinder gears,1ec08e3c-7264-43e1-ae05-17a5b35b2866
cog wheels,4cc79a1f-87b6-432c-a442-1cebebf332d1
pharmaceutical wholesaler,2bc716e9-fe8b-4ab4-8e97-653fbfb093ef
parallel import,90bb0877-ac53-47fa-a859-d4143cdcb67f
pharmaceutical export,f0a7b2ab-5c5e-48cd-84d2-59baf29663b8
meat processing installations and equipment,75f88b10-7bf1-442c-b55c-d6a9d5f828e5
food industry - machines and tooling,2af1b8e2-9821-4837-8a8c-91facc073605
animal food processing lines,69e5bcc4-7722-4828-938a-f87d095b3580
deli meat lines,f2bd2b74-ee14-436c-b711-faa0b561a25f
ham production lines,40dade4b-2054-42c2-b6e3-9cfa9e5a4a95
machines and equipments for making cold cuts,b9a94c1e-1930-4910-93a7-74f579a73d20
stabilizers,d6826ca3-4c7b-491d-ac9e-3f34c676634a
gelling agents,4296d7eb-0f5a-45b4-9320-3955884cbe10
hydrocolloids,e1e45f71-3633-4580-9dbb-2d15e373b647
food systems,fcc1c29f-0c85-4bc1-94ae-df09475e5348
carob powder,a650ceb6-4a2f-4205-8fc7-008ba1e0c429
carob gum,2e4555ce-428c-4276-90b0-ca854fa52848
whole foods,f5692c3f-6815-448a-a79f-a50f2b5eee83
natural foods,5dfc3e60-9dd4-41f8-a11a-7f8e6d88c33c
"contract grinding of cereals, toasted foods and allied products",6231136e-38f9-4775-9433-458bdbfa6877
international import cereal products,a12e1ab0-776d-4c8e-88d5-91ea701f46d8
grain storage systems,5d187153-cd8b-45bb-a878-c9cd2ee12c36
drying machinery and equipment,9a566eb8-4866-43bc-b9a6-afc3065c2d9e
grain cleaners,24c23e69-6ba3-44e8-8b66-a9b024c7eed8
systems and equipment for washing and cleaning cereal grains,67ebf6f0-d134-403d-afd0-0f0eb785b43a
dry wheat pasta,b29d2290-6a7b-4efd-b318-a3fd8116c206
pasta for lasagna,ddeeffc0-2b1f-4c0a-a039-4b487a1b9de0
reground fine flour,e22ac22a-6bca-4a19-8609-73c4d14eb232
semi-finished bakery products,35b0cf9a-c72c-4a68-b2e2-9f5e7a1db2ac
auricles,d4e631bd-06a6-4630-8019-e3f04be3e9ee
peeled tomatoes,282dd460-a6c1-4bf9-9e26-36c33d84440f
latian wine,f1353502-458a-4031-86ad-154397401fb6
flavouring for confectionery,9dfd0eaa-ec78-48d5-83e4-23d1a7698139
corn flours,9882a3f7-4f0d-48bc-baee-ecaa213b3708
chickpea flour,8176ecef-9e06-41d0-b18c-868989dac5d5
sheep's milk ricotta,6a9ef484-b937-4476-871b-cb91337169fd
"starch, edible",4792d9eb-9faf-4101-b40e-5d7590259dd1
wheat starches,4e240a7c-8eee-424f-8b7f-d9d6e09ba6e1
rice starch,e228c2d9-8d64-4f83-9642-2f09e38e4a86
fructose in powder and syrup form,628a3556-7af8-4cc2-993e-f88cdf0f6d05
starch and maize dextrin,b7b8504f-1161-4eb7-b021-a658ae5213df
naturally leavened pizza,99ec42f8-8676-43cf-adbe-21d400c9b1c5
pasta and rice,0f97e4ba-868e-4595-8cae-18a4a0bfc14a
coffee-roasting,e692f7a1-015a-43e5-a65d-d01aebf103b8
company catering,7de66a5a-ea69-4229-89ca-d61db864e894
deep-freezing,8e490602-7cc8-4a13-b2dd-b3e2cedd8221
baked lasagne,c14f02af-d755-4e16-b51a-a9ac4aa2925b
"rationalisation, mergers",31c335ad-55e0-44c9-aba5-da1447ea8bdd
international trade consultants,41578841-882b-4407-b239-1972d1991d50
hammer mills,c143182c-a3f4-4f25-ab69-21e6598d6662
organic pesto,05f84999-bd7f-4f54-a2ab-ae1dc9647170
road transport of goods in silos,bc36e147-2472-4040-b661-202a49aecdc0
transport of food,eeab5fdd-57cf-4256-88ab-f1cc12c24b95
bulk powder transport,455142aa-6f15-4fb5-8290-31809a948b43
silo transport with pneumatic unloading,5399d245-d701-403a-a6ab-c295fe813d85
flour transport with silos,e3ecaf6b-1cb4-49ef-9f5f-a2a8da2eeab9
ready-made dishes and cooking preparations,89d06070-9dfa-4bdf-a6a5-5453bcb04431
frozen first courses,5eaf2f5e-d13e-4ffe-93fa-7a4343bec697
"leather, chromed",b3dfbcb0-ab06-4968-984a-66755023d7be
bottled beers,14ddf93b-c561-4d0c-8bc7-bc38aa1aabc8
malt beverage,311cf2b0-1cd6-4c3c-9394-d969707463c7
high fermentation beer,f2677102-de24-4fa0-bbbd-4442538d895d
roasters for dried fruit,ce0a849f-5972-44b0-a9c0-66812ee426d8
gingerbread,0921c7c2-170b-42c9-a76c-32325a627b51
cantuccini biscuits,99106518-2e20-42e2-b499-3157b4f98ac5
ricciarellis (calisson biscuits),cfee039d-b8bc-48d9-842a-efc5f9810ff5
almond cantuccini biscuits,07f52834-8485-4fd0-b38b-067d81e1ca6d
cavalluccis (biscuits with spices and almonds),cc5e4c64-35fc-42c6-82e1-ef857fe06f9a
typical tuscan sweets,beda23e6-af06-4697-a9dc-dcdd2ef20b33
pan de' santi,1a8df74d-92a3-4879-96a5-fed8983c04f9
copate,023cb43a-1296-4c74-8329-9c5e46edd379
creme spalmabili,826e94ff-88e9-4b1f-9c46-62da0e7f7b6b
culinary decoration using pralines and chocolate,b3aeb1da-37ea-4921-9141-0be15a199014
nougat,cd4fe0be-a94e-463c-8093-95c27d903f6e
crunchy,52ad7ebf-1f0c-4f81-894e-6141583f7ffa
fresh and dry pasta,7c66c868-c3d6-420f-8d1b-b64648f67fe1
gluten-free pasta,0b36e3f9-9608-40a6-8351-da13a3273f7c
dry egg pasta,1b6c301d-57fa-4f43-9763-d63700f87751
fresh packed eggs,df596637-68ee-4bf4-8df4-ad14d82e0415
egg liqueurs,b64e6b64-9e9b-4105-81d2-99c9265b1ff9
chocolate production,6ee51757-19bd-48b0-939d-6ff9d808ce44
organic gluten free fresh pasta,7fc8a65f-eb66-47ec-904d-9c58b84e8536
ravioli makers,97f9efce-ead6-487a-929d-e0178167e439
organic cold cuts,1ec9139e-bb4c-4fac-856e-ee472f3ffbe6
organic fresh egg pasta,6939515d-9d2f-4f5c-8fe7-279a72705c6c
freshwater fish,4612cf50-8ffd-45d0-817d-6157433abe4c
fish product processing equipment,733902b8-3e52-46e6-b97a-fc7b4828f123
fishing,cc6fd8e1-50db-41e0-9066-e64f3c20ff4e
carp,9132e5c7-a522-445d-86e0-e8738b01c89d
rose wine,dc994a24-f6ee-482a-b0dc-afa93a3e988f
wine for fish,a0e82cab-455c-47db-b0a8-a8bf58e4afac
dessert wine,a39dc0f8-dadf-45da-a29b-1b78a8b4c573
basket filters,4db7fcbf-469e-4b66-9901-a2d672b4eae3
sponge prefilter,6f364a55-a6e3-494f-84ce-9875cf487a68
polyester prefilter,fa25eaec-cf23-493f-92b0-e58e24b084f9
fish tank sponge filter,8e94dc41-1549-4d5c-8e17-54e914476d76
coalescing sponge filter,0650f179-5851-4919-aefd-5384d3f89679
sponge oil-removal filters,a7bf48ef-05db-4187-ae62-3b1b93f1ba9a
scooter sponge filter,151eb186-d4d7-42aa-83b1-738f7c805601
dryer sponge filter,270be0e4-5763-41db-8a52-4ba685bc7eee
boating sponge filter,2bdc34de-904f-4ca3-b5ca-74d7192d5e09
fresh pasta first courses,e62f1687-bf8f-498f-8841-3dd3a3758a96
eco friendly lead core for fish ropes,81881f46-f74b-44d2-b18c-ba4851af54ed
float lines for fish nets ropes acquaculture,429de136-0400-432c-9d32-15ea2aa23b52
fishfarming float - dividing ropes - nets,66a3651b-83dc-4c01-8ecc-ae6818728ae7
seine fishing eco friendly lead core weighting,a0612b32-ce0f-407f-9626-5a65e90a0783
veneto cuisine,06971100-8716-492d-baa7-344c90ad4d14
fishing rod accessories,a2f6b7fd-b23a-41c3-8e3d-1ced4e29601b
restaurant with pool,c636ab4b-0d91-4be2-8daf-370ff81494cc
emiliana cuisine,615d353f-5c3f-4722-8e5a-f748f605d1f7
fly fishing reels,71c6aca7-5aae-4117-8fd8-7c5bfee48bb6
fly fishing blog,1045bd16-6a75-4179-90c1-c480b9aab229
fly fishing products,3a43a9d6-7a18-4832-a347-015a7c7aebbb
orvis,75a3063b-7077-4c31-9091-bccf8676a303
cable pulling systems,ce01cd48-0107-44de-8441-dba7d300ba35
fish tapes in nylon,8f3f3f43-c394-4054-8c47-41936fbb5806
frozen soups,7fab8690-88b5-4edf-8936-9cc6ad86df8a
japanese cuisine,8fb871af-11b1-411f-b5b2-c90d34431c19
ingredients for catering industry,dafc6658-7d6a-4a65-abf7-c5653f9985fc
fish-breeding tanks,f07c7972-f0ed-4695-852f-94e0445bd828
marketing of preserved seafood,f0eb8713-5b05-4a18-a63f-14c8e8f666ed
hunting and fishing clothes,99e5553c-9d6a-4b1a-be76-97b1c40d36b7
clothes,05d3953e-cd4e-4e56-a349-9e59895a75d4
caps,c1b2b22f-167a-4b87-a618-08b726e335ed
neck scarves,ca447c85-2bb6-4c7d-bfcb-841858e9aa6d
ceremonial service,33ec345d-d0eb-452f-80c3-3ce80b0d4682
restaurants,58220aff-031e-4594-90ad-9a8541f16ed6
open every day,3f3ea041-3d97-4a2d-b7f5-1a3681625ed5
steakhouse,31628d56-2462-4024-8024-55a02b4225fc
rustic,f47b5194-29ab-4726-8c15-bdcbcf801d39
romantic,55e140b3-0ce7-4354-aa14-f6172b23153e
tinned seafood,9ebc046d-ccba-45e1-9f92-f20990c42404
"seafood, deep-frozen",ec2e9044-e964-4831-a286-afb19f998212
squid,883545d7-cfc1-41d2-a25f-16d6e82cfd3d
fishing boat engines,f625df4a-6b80-402e-b84a-87e8b9cc7024
dry salted cod,11183006-f42c-479b-bc85-a28331acf63b
stock fish,52c5b20b-8fc7-47ab-bb1c-a3c09b4fcb73
salt cod fillet,93dc0b23-9797-456d-9204-c48229633750
stockfish ready to serve,fe8094ac-b8d1-4598-9ba8-cded1a2ab6c7
bamboo and rattan items,48c5ecf3-9634-49c9-8f73-88d8af95eca8
fish traps,ada7d6c6-a96b-4fe9-bf90-8bc1715bfd65
rush,a49069f6-3ac7-4ffa-9ce4-6f3338b22f1d
wholesale frozen food,24cf47f1-e74c-4305-909b-2ebfee30673a
cooked meats export,908ce912-7874-433c-96af-df7145476cb5
frog specialties,17a0c0bf-8694-448c-bf71-72116f7eb170
traceability,79801122-3ff0-4b45-bfab-6e9242b2f9f3
lunches for functions,61b1ef9b-83e6-4197-be45-b4572e7877c3
communion luncheons,f0c13471-6287-4270-92d9-cb92f30b1c8d
international forwarding,0ff7abfc-cef9-449b-a4c4-45c322824389
ski clothes,6add1819-bac0-4b41-a849-de31cc6dfc57
children's clothing,f9b5f2e3-5668-48d1-8fd6-b1235429e783
fishing hooks,a00c5631-45c3-4a21-82a2-5173418c66b1
flag poles,537b7e79-6805-46da-9063-f9870f3f5d5d
sports fishing equipment,f318d221-5dea-4383-b765-9a3699ab5cdd
ready-to-serve fresh fish dishes,645e3c2f-f1bc-463f-a2f9-1917da6e7d64
vacuum packaging for foodstuffs,e801c0da-a682-41b6-817c-c92c9f6ffdb5
reels of heat shrink plastic,e53c2fb5-6b9f-4e5c-a9a8-d481b3522172
logistics for the pisciculture sector,c5ff8654-9a14-4154-b825-6f117d509623
lead sinkers,d8afa553-b92c-4c5a-83a6-a5b0dbc3bb4c
floats,fd7488a0-7c0e-4e58-97d3-0eeb78a0a173
frozen shellfish,7358c176-e887-4061-9b2f-e3b977f7183a
sausage trays,0acc4478-41ae-4a8c-84e8-9e554106e137
radar aerials for boats,7f32ffb7-7deb-455b-a7bd-ffe0262f8edf
caught sea fish,94a133c8-f7d6-454c-aec4-dcdd19e2385a
textile twine,7ac9bd66-bae1-4217-a7e6-29064fe9da31
textile cords,49a7dcaf-8d9d-4a08-9fa0-8c8da2a09925
systems and equipment for washing fish and seafood,4d20dc12-9eec-4f04-a2e7-d841c82169ff
graduated diving mask,c53c7772-cade-42b2-af04-86d38552afe2
marketing of fresh seafood,a4d9f940-615a-4bc6-b999-568a4d0bba3f
"salt, industrial",7cfa601c-c259-49e8-bd49-0b60fc601b59
packaged fresh water trout,624ab2f1-8d67-46db-a203-5ae774466c62
open all day,18d595c7-c6ab-4e01-8ddf-cd4a6e9a5e92
fishing ropes,b65666bb-8a4b-4c08-b455-e8c262114bcd
artificial and synthetic fibre twine,cd651e07-ca14-4101-bf2f-40f7d4cdd2cd
warehouses - cold storage,34bf3b26-01b6-4ac6-9773-378559991a22
"crustaceans, tinned",3c49f555-be6e-4625-a430-1ab736f46e86
wholesale of deep-frozen food,dd0ab7bc-e261-4fb6-9176-694fbc8e017c
first courses with shellfish,5b7b78e8-d560-4102-a6a3-6878afba8547
passenger ships and boats,50ef580a-4ef1-4ad6-b9a6-0ba49c421293
fishing boats,b337d07f-9e04-4254-92ac-72dd05173805
boulters for fishing,8abb7307-bab2-4ac6-a737-66a3b6fde5e7
fish-based dishes,a956a455-6423-4535-b764-7f35d97cb1e2
sport fishing items,9c10a09c-7d05-41c6-b1f6-67edaf459a07
"anchovies, sardines and mackerel",eee703b6-f264-4f73-bc7d-b40094f6d104
frozen seafood,d092c28d-7967-489e-9a3e-fe2600b51aa1
freeze-dried fish,9069c2c4-f153-4adb-a35b-8645a5358bea
clams,4859b76d-9597-4e92-b55e-9d6d19dc62ba
underwater activity gear,e109894c-ca1c-46fc-bae0-9557db386d1b
global life insurance,ce91a1f6-421c-4ded-8e1e-0da653c0c309
term life insurances,969093e8-ea71-4b65-80fa-42de329e086d
diving courses,dc8caba9-452d-4f29-b065-a8d47fbc1be1
air sports - equipment,4a617a5d-df59-4db7-8dd8-8a73dd5fe546
underground railways - equipment and rolling stock,0470a79e-108a-4929-8d20-c6b92bac1776
electric motors - dc,3557cfa9-8793-4464-bd1b-6f20b3d7a861
surface treatment - machinery and equipment,a7ccd33d-bf2a-49f7-a40d-af7e038cf9fb
fruit flours,efd89b4e-8466-40c4-99ca-b85d129f6e70
packaged strawberries,41ef836c-313d-497d-9a80-a6843bcdc231
fragolino,421ad7c3-cd40-4754-b5d4-6274501f89af
pineapple,c12e7685-8e13-47cf-8035-438fead83cef
raspberries,fd86ea70-3240-44b5-830e-b848de25b042
currant,7a505ea4-cb72-4877-a883-0141e631c0a7
fragole estive di montagna,cecef9ac-9a31-4078-b625-fad7c0b4b02b
food essences,515b3ba4-08c8-4b2d-87b7-920b7ce49633
essence,135622ee-4293-4888-a167-f586904baf07
production of natural flavourings,07db921d-22d1-462f-bbc4-ba5076821673
natural flavours for the food and canning industry,ad0ec852-0073-4423-b672-b1fc2dd6540f
natural flavourings,5c95896e-1b69-479e-b02c-b5e7606cb503
flavourings for the confectionery industry,d78cc7ee-ba99-4988-9718-d2db82f8048f
natural flavours for the beverage industry,5e67e368-2441-4327-9d97-cb511c4a2877
flavours for bakery products,ca5ea8dc-3ada-45a2-9736-a4a9e752a8fb
sterilized preserves,9416415a-d4ce-4088-8313-8c4d3d5771a7
ready-made sauces,04f0678f-959a-4874-a720-0201fd9568be
production of semi-finished fruit goods,2a81b547-e4c4-40e8-a417-e1fdf58db487
production of semi-finished vegetable goods,2d154040-3180-491a-9615-2a4cef7e0cc6
petits fours,7963aee6-08b3-4514-8ace-456bbafc7d2c
special occasion sweets,6dd9f7b0-969f-4666-9702-a1ad7e54ad1a
self-service bread displays,d7a59d59-ff7b-48a6-a222-f56d79cbb94f
agricultural assessors,bb007037-3a33-4114-bef8-399a9c2419c0
food for tortoises,85dcc733-6749-425b-9300-8555511bdc3a
cheeses with fruit,5ce8f6c8-d53a-4f33-990a-8669a6bba7c5
vanilla,dd478b70-3adc-44b2-a280-1ee11140ea25
food ingredients and semi-finished products,edda7161-e08e-4dab-830e-6d6e6e9eaf64
gourmet gifts for businesses,e2eeb7b8-a1b4-4d53-a086-54964d65bfd3
sale of wines in vats,d74ba518-573b-44ae-a39a-8b201a0a085b
burgundy chardonnay,1980f69d-9a41-427c-b63c-88ef446163b3
fruits alcohol,c49d3e05-3316-49fd-8858-ebafdcd9d288
mobile telephony,d9ed8619-3b59-45d8-a97a-729906c0049e
mozzarella for pizza,dcd3c123-55fe-4f8d-b4c7-8d25a818f76d
burrata cheese,a72137c0-401d-49d7-aa88-bd6e1c8fc933
creme liqueurs,0cd8a806-c1b6-4db3-a609-e4db1c837dbd
home delivery of pods,cfb0d136-a7b7-4512-b1c7-14022c8ccf78
fruit nectars,0c5c7b98-6144-4a56-98a0-644cf60d08d6
non-alcoholic fruit syrups,9c977edb-7ebc-46d4-adb9-c7813a817792
toppings,7f09847f-7e0b-4a4e-a2a9-b6df34d4ae06
"household appliances, electrical - import-export",39ac6b4a-9689-4477-b9b7-d5f316664723
men's clothing,66fef7a6-cf32-4d2a-b35f-6926c8f74d9c
shoes,6cb01eb2-5307-43bd-b763-782cacbf5438
fruit and vegetable gauge,586507d5-e464-4fb8-95bf-95fccfba3c54
"shoes, men's",52fe37d5-3d76-4bf8-9b1c-57ea9f738514
cookies,feeb4d9c-9d81-499c-980e-e9d49f42721b
preprepared seafood,a61fcdd1-0dfb-4623-9c88-3e2688e4662c
travel agencies,7cd5eb84-90b5-4499-b17c-739b73c787ef
restaurant equipment,f59b2845-45a6-45c2-85ad-e2e4fc442d17
canned fruits,e5446afc-7483-4e05-b910-f9fed81deb92
non-alcoholic drinks,96591973-1025-4a50-a44b-036aa1140532
mineral waters,d8db6a3b-df58-494f-a3b4-f01f0ae1f32c
export frish fruts,24c07649-df5d-47b2-9a9a-cadf9f0eed8b
export foods,e938c1b1-8679-420b-a5c9-5c5445fc0cba
sweet chestnut cream,5890e15d-7c3d-4098-9963-04092716a266
fennel,d25c8c5a-1669-4eba-b71f-0ecef8b9ca32
processed dry fruits,ace18d20-ddc9-4fb5-92e5-f140e7b1e09c
wet salted cod,c6de201b-42a8-40d7-bc66-43ad92047ab3
spicy peppers,69bc2d88-d25b-4ba2-876d-f05e94513dfd
turnip tops,e73cc2c6-0081-4d55-9e17-3edc3b0c4ba0
marketing of fresh meat,dfcf769c-59e0-465f-bca3-8428d4a07dea
marketing of frozen meat,56c5f7b2-ff3c-4ebc-9f50-26eea539d6bc
dressed pork products,4e65ae07-fd98-40fd-9921-08d42a267473
