products_and_services,products_id
audio - video - lightning,5e373bf6-1d26-43c3-9c02-bbe0360dc255
computer and computer equipment rental,13222cac-937b-477a-ab7e-e8554aee299e
video camera hire,4ad5a1ab-acd3-4541-9935-b6b1e8660d0b
gas pumps,4a226d7c-bb36-4a42-92f9-de1e9dfe94d6
natural graphite,e8740fb0-2064-412f-8d6b-6aad9fab2e0c
sulphur and derivatives,f539940e-75d2-42e3-bcf4-436a86435ed0
octane booster,0e30973e-5a91-459b-a19e-ab21c028ec5b
anticorrosion plastic,f69ec1ff-eb61-4549-a032-f1d7c031881a
corrosion protection papers,11d0ecc5-c2f3-4895-b5aa-fc7b82c61e98
overseas packaging,8de56717-3bcd-4233-af33-bdae29018618
period furniture - reproduction,021e891c-2f69-4887-9c9d-4016cf7406b7
antique chandelier,c90d3c20-2ad5-452c-91cb-654afc8d172d
fine grain cooking sea salt,2b779ff5-479d-4e7b-9334-505148a078a8
waste water treatment equipment,6b002d35-4317-4a6f-9370-f5739032b610
disinfection system,121188c0-7ccd-49c8-8a81-9b4f16c33447
process equipment,9ce2e952-22de-4402-a990-039526cf8695
pneumatic screwdrivers,102278ab-319c-44bb-821e-1af8ec2f68be
electric screwdrivers,95397aac-29a0-4b20-89dc-6ba69c8f06fd
waxes for the plastics industry,1d026006-4adb-497a-a1a9-1fed33922404
technical gas distribution,79400f94-5ead-4bb2-b4e0-c4ba001d5285
test gases,d93ad849-8030-4e71-8ea5-60d0acf5072b
gas mixtures,901b1a8f-c14d-4ebc-849a-672484b74ebe
gas,f7d29844-70bf-44f7-a6d4-078b47fcd09e
high pressure regulator,5d48d577-1365-4b97-b34e-8f842f6f5ea5
steriliser for the environment,70915795-e986-4cb7-9d3b-a4a93cfe6a94
geothermal energy consultants,2dd275cc-81fb-4d10-a8a5-39f4d3263df7
air heaters for civil use,36366859-7289-4f40-9197-92ac41e9d7c5
portable generating set,cc51907c-02e2-43b2-91ff-49c0ad9f2954
frozen foodstuffs export,aaa48bf4-e610-4c93-a8e6-d6c6958c64d5
screen printing sheet,fe3ace6b-7450-404f-82b5-addcdb21e2c6
pp substrate as a communication medium,ad0431c2-1613-405b-a40a-a74ddcb25d12
panels for 4-colour digital printing,8d698a35-3033-4120-b07f-f3a953fd447a
temporary site protection,b56ac32d-215f-41e0-8ed5-823e463119e0
pp sheets for the agrifood sector,3fd2b7b4-fa02-4e0e-80be-b76ca7209a7a
protective pp sheets,e7d9f876-e1f2-4c11-872c-a079983f4262
led illumination equipment,c7f12323-4dec-4a65-8b19-1c1aca90b4aa
chlorine dioxide,579b84b9-0546-4e33-9f16-14b4618260f1
distribution/sales,b7326cfe-6b82-45aa-9e2c-26965efefa31
austria,0895ff31-0c19-419f-b6a7-3d5bd4e10b22
medications/over-the-counter,391f0f88-aebe-446d-b8c5-d8c346f8e724
industrial disinfectants,0f63511e-4db0-435c-9486-1f38a15c25b3
clarifiers for water treatment,de8a8e29-da3c-48a7-b0ac-5ef9da649d6b
industrial water treatment,f5b3dcbb-0a89-4432-b2a8-73755ba415cb
amino acid preparations,45980aa6-5e66-4d10-bfb0-9f4a5c276431
homeopathic products,636e7e56-0023-4959-9ec5-b7a639059307
over-the-counter medications,9198eece-addb-424d-831a-1185b37eb1ba
capsules on commission,6fe371b0-8328-461d-8fc6-cf97e7473a15
dust extraction systems for the paper industry,53586fce-d715-4eea-a165-d4998d52c8e4
ink management systems,0d28ff24-52f0-402f-97dc-35ee3c5c6aef
infrared drying systems,a9d40521-cea5-44ea-a220-73de671d9c66
dryers for printing machines,286c5f43-33e9-4493-8329-d286161423ba
viscosity measuring instruments,edb514b4-75eb-4f07-9018-cabe98ef7e2d
hot air drying systems,d5e531bc-ea16-4a8f-9e81-918b4e752fbd
washing equipment for printing facilities,d4eff1fc-c308-4f76-bbf5-5b11f29fb654
stabilisers for the food industry,7a2f8ef1-505f-4c5c-8bb0-52206ad05ada
stabilisers for the drinks industry,7a8bd0c8-3a47-4bdb-a8a9-cf9ef3ddb4f5
acesulfame,cd6db1cf-9885-4fd7-a57f-9ff2970725b0
binding and thickening agents,a25a553e-83a8-418d-9c01-8ec8ab7fa944
citric acid,ac908ebf-ef2f-42d9-a771-dd3fcc263a70
base oil,f8f27705-f8c0-47f9-a957-08e56b6bbdce
petrochemical,4a592b5e-1d42-40ad-bbb0-8108c72eeeef
"ems, environmental management systems",755a9863-60c2-41ae-8e03-0136c18cbc2b
briquetting machines for industrial wood waste,279f57a0-c7e4-4310-8ed1-217176ea0b92
industrial water wells,4c749c6c-5912-4898-9999-fa50ca8f6cca
"water demineralization using physical, thermal and magnetic treatment",8fcac758-963c-4d64-91f1-e82a6014f2c9
bolivian timber,4ba10bf0-d0a4-49eb-8cdd-65fbbecbd322
gear wheels,7c27b43a-fa94-4523-ab6e-8e1f96379c4a
major repair,f858836a-1829-423a-b533-a3b3a53ee838
side grinding,a727e272-9f82-4622-bc78-484398f3770a
electrical heating elements,8769b0b1-885b-4201-9fed-6a7c2eb4b512
tubular heaters,2958d378-4715-4f8e-90f6-3773ae8b6b65
electric autotransformers,a09d5608-4074-4956-a174-2f895e4f4834
aerogenerators,947ee1f7-7e20-40a0-bf95-be9d88c1e509
antenna fitter,311dd46d-3209-4c5a-8a42-22dfce78edbb
medium voltage industrial electrical systems,18720213-95f8-4d94-a054-11122b30cb8f
"manufacture of moulds, moulding resins",71971eb0-f98a-4e7c-83e7-f7b3b837912b
production of lsr silicone moulded parts,c95f7df5-c300-4469-8e7b-a65c1d8ebf3a
cast iron part moulding line,802c7c00-9e45-4e60-b471-77f6eec49a40
elastomer parts produced from drawings,2030a4dc-db33-46cb-a682-efa184fca78f
second-hand portable pc,15f3c930-cc9d-4e01-8b80-2177bb8bdc30
used printer,48b5484a-e202-4026-a99f-1124bd0ce372
gas generator plants,abf7c5be-2f3c-4ab5-ae2e-a772a723a116
supplementary activities,0a081c94-666c-4757-940c-f1bcce6cc0e2
heat accumulators for thermal plants in buildings,3d6493d6-3441-436b-8c66-391655492843
energy regulators,6440e12e-6cb8-4404-9a3d-f9589a44a804
non-alcoholic beverages,af63cc42-9652-473d-b65c-ec2cf9043230
"energy drinks premium, beauty drinks, isotonic, ice tea",fda2d7ad-bf35-4df7-9d0f-bd2ce4454467
safety in the workplace training,a04222f7-71aa-41b4-b2eb-2782224ddd02
consulting for transport of electricity,e68af76d-4783-442a-8cdc-6504fbf2d926
automatic water softeners,024b038d-46cd-4fc5-b9af-f66f711e31a4
air circulators,8aff36d7-ed3c-48da-8014-eabe677ca2a7
water purification plants for constructions,c91e5448-7e07-4197-8c61-718e8a64eb5b
gas oil burner maintenance,86cbe208-e564-4365-a949-fb065fc80305
burners for waste,800d6b74-9bb8-45dd-9815-8ee263d1d7dd
spraying system,49c11e57-869f-40f9-a7af-0242db789809
plant reconstructions,996a745e-1fcc-48fe-8e5f-6383a2fc71a4
spare and wear parts,b3b9f427-5805-4c9c-a0c8-d9ca11029408
explosion protection,6df1e676-56e2-4103-80fc-4f2a953a98f2
purification of flue gasses,1d1c1292-4ba5-4c74-9651-586e08c7ae97
pressure measurement,c641850d-e88d-4c15-bb88-0947d4b25acd
gas meter testing systems,57ca713f-b5fa-4184-8481-1c579825a76d
special foundations,bf9425c8-db65-4890-bcc7-540c45766386
well drilling,35309ed3-6c66-4e07-9cab-48e74fcf3e42
boring auger,2bd18d28-6577-4d1c-bba5-5839aea1b940
anemometers,33b7c3a2-eade-4c9e-98b6-83a29664630e
generator set spare parts,1b59ff75-bbaa-422f-9d9a-8b8f10c0bc40
laminated paper rings,5641177f-e159-4491-afc5-9d88e627dd52
protective sleeves,ac35977e-08b3-4b09-8407-a14e914d7b7c
display tubes,174c8b61-c44f-4b8d-86e8-10c6cf15b1e2
winding boards,a2e57f48-54f5-4612-9122-76c23033707b
transport aids for shipping tubes,4bc94ca5-38fd-44d8-b744-11ef404b8a49
"trusts - educational, religious, charitable",4ed10abb-c1f1-48ad-bb6a-317b130c832c
direct energy conversion,a57bded4-beaf-4cca-aefc-7ee185df56dd
energy contracting,f3cce264-8c1d-42f5-94d9-8c45b885b3c8
industrial electricity distribution,c393cb86-5353-46fa-945e-da9cdbf0dd44
electric command and control panels,d3c1dad0-cc26-4cc4-a85d-f12be28f3d14
electrical panels for electricity distribution,b79f8bde-b2f7-4d14-9c47-655844a22428
electric boards for water treatment plants,ac6b3127-445e-4af7-a6e5-b2086d8e42a0
natural flavourings and scents for essential oils,728a3ffd-25d9-4ecf-82db-a998903fb2fa
flavourings for oral hygiene products,738b94c1-b0fb-484b-a4d3-fdef2edfbb9a
fragrances for the wellness sector,a4cdb5f0-f4c0-4687-a9d5-ca921988447c
peppermint oils,e9350ecc-9578-411c-bc23-d34b27f8ca56
transmission bearings,41473ae2-f170-487f-b64d-1d133132449a
vibration absorbers,8cfd2913-1740-418c-a7fb-d3ec9e100100
wood charcoal,58cfb8c6-0205-496c-9167-2281a2636465
"supplies for the petroleum, coal and natural gas industries",7a658947-df1d-4bfc-a802-1905af658cf5
video editing services,d966f67b-36c0-474f-9a1b-ad89df33b12f
video and audio production and post-production,88db85f6-1e57-4d3c-84db-f164e430dfb1
pv modules,257b2645-4ce5-4037-82c7-bae1aa146a2b
solar photovoltaic factory,9d102707-768a-4399-b2a2-91aeca2fa015
processed milk,b7789bb5-d40e-4586-a3e6-5767282e6b5d
aptamil infant milk powder,7c3c946f-2495-47ff-8300-606753bbd95d
hipp infant milk powder,9377ffdb-fd14-4770-83ce-c6ba226b8bb0
cleaning machines,809cc99d-7fa2-42b6-b4a5-ca876f75acd6
air fresheners,43dba447-6fa3-4a0a-8302-d3dd8b86cda6
industrial cellulose,310af76b-a7ce-45c4-aa6b-ac013fdd9fa6
cleaning equipment,87b0d8fa-46f4-4eb0-b012-e43579797c56
construction of hydroelectric power plants,fc4d7616-f95d-4356-8583-17dd57e78435
satellite - material and equipment,23755707-3f93-4d10-84a6-8e4ae113fbb9
supplies for hairdressers,22304f38-bc4f-437c-9bff-b3229c94f7fa
electric current,4e5a9294-059f-4958-ac5e-279d9e8142c4
electrical isolation meters,5e1f11fa-fee9-43e0-aa23-8f0c90929747
pressurised water floater,da2987b6-4c13-42ab-85c9-bcf7b164b4ae
sludge and sewage treatment consulting,ab89064b-09d9-4a30-b532-9042aded557d
solar energy power stations,bd811f6a-761e-4b48-baeb-48a9c975acb1
production of chilli,e57b9b61-f50d-4468-80e9-b72fa431ffa2
production of natural rosemary antioxidant,d5ff365f-200e-4533-9137-d58de8771bc2
manufacture of chilli oleoresin,e4350919-0ad4-4fd3-a5ad-6da4a396e441
subcontracting service,b7f9ac1f-994f-46ad-b286-43c5b92180b4
essential oils extracted from spices and herbs,36dc3c09-0b79-4b6a-9c43-1a81c9c03fed
high intense sweetener nh-dc,0d3861fe-3df9-4623-98e6-08a5f16aca91
citrus bioflavonoids,7fbf75ae-37dc-4a38-afbd-f39d4485074d
labdanum gum and by-products,09b3eff3-29c2-4184-b957-ee551401b2f1
trading services,44431930-0f1d-4462-a108-3ea9adad6e55
oriental rugs,a61dfdb8-bfec-4451-b32e-aa5eb92b46ec
flat plate collectors for water heating,dcbdf113-394d-43f6-a067-55bbceedef7f
solar water heating systems,00944595-306a-40fd-b4b7-02f70e01e264
oil and derivatives,e83430ec-5796-426f-a8cf-4c17b6a82a27
бензин,bb2103e6-61a0-4c6d-ad31-2e667d9077c8
авиакеросин,dbfd0f2d-0fcc-4e98-a603-f689a793c6e6
floating oil absorbers,b873922e-1ba2-4d58-b55a-357281d7588c
electronic distributor,4d9335cc-73e3-402c-bfb6-4b37ce163fbf
connector technology,45fc0de8-5ce9-49cf-9154-e361d6e00fd3
integrated circuits,6c2b4b9e-c9bb-4741-96dc-4de16a47e933
bronze wire,605e4e05-7c2d-4482-ba06-08a773c643ea
brass wires,328b9d48-a3d4-47e6-9171-0ba447eb0aa1
clapper valve,eee17f4e-6168-4cff-8e94-48658b5cfff5
activated carbons filters,ff914e88-fb88-42d1-8f84-d1577f9e796c
assistance for water purification systems,d01eaf72-f24c-4d0f-a153-658dac23fb4c
extraction of olive oil,2f4e4e9f-f046-4310-93a0-b69216b904cc
detergent dispenser,9584b60f-2138-4475-b3ef-3ccc1110ec17
headstocks,52871b92-e9f1-42fb-864b-631b16778484
high-frequency motors,71aaa757-099c-40b7-a0c4-6bc8453ff071
internet and new technology magazines,113024f0-3c12-41fb-823c-065880515ff7
industrial fume exhausters,e3dcae24-4fd5-45f7-b1a3-8be333c98b31
air pollutant control and extraction systems and equipment,17502af3-93c0-42f9-a698-c5bf3c3b46ad
ultrafiltration plants,2cae7282-79f7-4c28-baca-1dc302eda35f
microfiltration systems,d57f9d42-661a-4069-9e56-3d72801a4dec
nanofiltration systems,c644162d-435d-444e-ad84-86a3193b0948
demineralisation systems,82a9946f-33d5-4b78-b17b-3d1e52e63fc6
condition monitoring for machines and installations,38c2161a-a54a-462f-8137-606261d1ead6
condition monitoring for windmills,3fd2edcc-072a-4024-acd8-09ad4ac2938b
maintenance of electrical rotating machinery,886c2d09-e665-43bc-b3bd-1858442948c7
machine alignment,dec470cc-1b8f-499a-b10d-db31f7f7962c
machinery monitoring systems,48882de8-283e-481b-8528-6b629794afdc
measuring technology services,858e28eb-90ad-4e1c-95f5-325828b21a1b
"financing for projects, mergers and acquisitions",500e2aaf-14de-4219-be98-f91a430bcb2f
geothermics,59da9eed-0376-4569-991a-59a764dc8fbc
spring water,45066ec3-4f79-4fab-bfc3-383f6a78b075
wooden garden pools,f8d3d2d1-03cd-4976-9f70-70de3db0036a
polycarbonate covers,666c73c1-a74a-40df-9593-223dc3e041c8
air conditioning and heating treatment equipment,d6dea1bf-4141-4c40-b011-5cbfca20247f
led driver,5469d98f-6641-40e2-91c8-e8a1505b7956
health mineral waters,af398036-043c-4a6b-9508-f391d35eaaba
watercress,164eb327-2ef4-43cf-8848-a13ae453f229
"choi sum, pak choi",99d5d079-7210-4894-a389-ea81464cf5fa
"lpg accessories, propane for household uses",d365f81d-4f52-408b-b29e-617037d46134
"refrigerants, gas",df86e2c2-4590-4be5-a2eb-5addff063ad4
natural gas burners for industrial use,d58e8984-62ff-48b8-8150-d5150837a5d2
diesel heating for vehicles,62d4e6ab-6100-45b2-86b6-30a1eaac61fa
electricity generator rental,667d45d0-602c-457b-8ac3-b1462fd20750
models of electricity generating plants,7a17fc04-942d-4eb7-912e-dbc51a3733b1
prefabricated heated floors,48a67f82-af40-4c71-8549-5c61366f3be5
coffee grinder,654643a5-627f-4066-8509-d5ab7ed44251
filters for hydraulics,e4054a1f-6cc1-4912-b221-34db35f0b18b
reciprocating compressors,de410cdb-6a3d-4dc0-b0c3-aa4755438e78
financial intermediation,f9158483-b11a-4f98-a111-5c15129b41b6
drainage of sewer pipes,e624edb2-8090-44f2-b262-37c1e0cdc15d
soil analysis and clean-up,b25e96e8-4455-44ae-90b2-0a38966bcf2b
drops,0c915489-b4cf-4b7f-947f-bf83d7902a2f
full-spectrum oil,78df2ed8-4073-4088-83d5-1649b5fb95cf
hemp flowers,5415d142-842e-4b44-a524-cb378c31ec10
5 per cent,404a85a0-16ac-4701-8341-64cbe67642fb
10 per cent,022acf94-4402-493c-80fb-7fe068392128
20 per cent,fb6a6316-822e-463a-a338-6bb30170eb15
30 per cent,9a814ab7-c065-4d2d-997d-ae25770b0fdf
machines - import-export,25500792-398b-45f6-bcab-290c0c4f9be4
hot hydro cleaners,93fa0128-a44f-48fc-83fe-140528380afe
tool trolleys,49d70a3c-24b9-45d0-8d42-6ba9812b95f8
exclusive partnership,2ac3a0e4-c8f4-4a96-b27d-848c77fc2a62
"auranatura,pandavital, pharmatura",7e78fb49-c8da-4c9e-a248-acf2b82a3276
sodium carbonate,8c344e97-ccb4-4e2c-9851-24e46815f03c
"evening dress, men's",c47ce709-8e4e-49ba-a311-018bad779bb8
organics hemp oil,e05a4d59-83b2-48b3-adf7-c08b404d80fb
vegan hemp capsules,00aa4047-b7d9-46b9-8aae-0f8ed3629c82
infusions hemp,510c3b4e-ba7c-49f2-91b2-dd471d3d1d55
organic hemp,ebaebcd0-5452-4dbf-a8f6-da3dd8a8536b
hemp sweets,87039cb3-a891-4182-8283-c55572ac529d
hemp wholesaler,66a847e8-33f6-4812-ab98-0a17e712ab98
hemp gummies,4bf03f16-8ddc-4005-bdf9-54dc4f981e56
organic cbd oil,f0d184b7-1d43-4f3d-87a6-43ce9bad2d64
cbd crumble,6a17560b-e213-493d-87d9-082466bc1333
vegan cbd capsules,ae68e0da-9995-4f7a-8aa0-18b6239d77e3
energy management software,fede23fc-1252-407a-af73-8171b1d57676
medium voltage cells,04667d28-9df6-4a2d-9b76-ce91d8bf292b
current variators,4f0bfc57-94f5-4191-97d0-f6ee2be4ba34
security officers,afa1cc0a-51c7-465d-a559-0586a77ddf82
eec devices,62444704-7ba8-4b34-8194-b9f888a1ff95
international recruitment agency for skilled workers,8f0f1394-93cb-4032-a3c8-28304d103215
systems and equipment for oil refineries,c11b0a12-bd77-4e3a-a467-eb4ccb5da090
oil industry logistics,3439a698-1b57-4210-893b-ae93a5fb9a08
limestone fillers for concrete,213d43cc-0eac-4b8a-ae24-39d278529706
fillers for technical sites,724464f4-97a8-47ad-aca4-ff4696f30a3a
precasting fillers,429abe97-3dcf-4acd-9fd0-0ca2679d60e5
fillers for plant mix,85b13699-a330-44db-9300-9a7c05ed78b5
limestones for metallurgy,23aea507-b6bc-459d-88b0-c41a679d9150
limestones for binders,1509d6ca-4c6e-4e56-ba64-426520c4be1f
well-drilling supervision services,bbafddae-10fc-4f94-bf12-dae6e5e18c37
fittings for high-pressure technology,e7bb42b6-d561-43ad-b2cc-67a60f51af7d
high pressure fittings,91f77087-3eda-4d08-ae8d-de4cafffcf5d
garnets for sandblasting,9de240ee-e89a-4a50-a6ae-01b5b0a79ffb
contracted micro water jet cutting,50df4c67-7fbe-41e4-96fd-d97b84f9617d
dredging hoses,0f0a4415-3650-4803-9ab3-09967a3178b6
elastomer hoses,b9ec5825-ee6c-42e0-a738-15aa90c7f0ef
feed hoses,87e7ae88-8876-455e-9121-0e195a92d506
design of equipment for clean-up,daa05898-9447-459d-8684-8a368d97aa6f
cocoa mass,851438e8-fb81-49e0-ae8e-c8f28f10f610
electrolyzer and electrolyser,5acd1d3d-28e3-4bcc-880d-4572929545fc
electrolysis,19736a05-69ae-42db-a954-c7f6cc171aaa
green hydrogen,70787817-3e86-4121-a264-1a2334ec4109
autonomous energy,264bb1f8-69a5-4820-becb-e2fcc88e59d6
alternative energy supply,d1c63705-3ab4-4d1e-aad0-c8f66cfb22d3
hydrogen filling station,69153732-1663-4e9f-a4b2-7a09aa30cdc4
producers and exporters,6fd4f0c7-1883-4da1-8ffe-2061f61fac66
cbd powders,4f5732c1-77be-4cc7-ba72-4754d1d56469
animal feed supplement,d1050e37-4514-4964-a637-ddc495bc5f3c
full range of cbd oils,d69864e5-b8b0-4fa5-a22b-8969c97e4218
microwave technology,d49625fc-c3b0-419c-91c4-3387910ac29f
nir technology,366e6e84-15a5-4312-ac44-fcb5cff5d73d
nearinfrared,66b3b9e5-b8da-4a3b-b816-5c3ff1c862d0
resonator,8f200942-4d15-4b23-b505-5298038924a8
meat industry,c2e8248f-6c15-4d1b-a591-620d7bfae4df
dairy,fa846476-7019-4391-810b-b8e16262c460
dairy industry,84e51ff0-e271-42f9-822e-04f3a6785d05
mould cleaning,1ee44fe2-b158-4d06-a2a4-5a37d843c64d
hotel booking,b0012f0e-ed68-4a37-8d24-98e793c5967a
for events and exhibitions accommodation,f67fe93b-ccad-4ce6-8bbb-6ae91f0fea07
specialist for 3 - 5 star hotels,2efe0fb8-78ec-4d7e-a984-6ba7998ae819
hotel management and consulting,3f26b730-a508-47d0-b039-9efc0600b187
compressed firewood,8963e7ce-5ed3-441b-805f-56ab0a477ab8
energy equipment installation,ce9642ff-2c2f-4938-b493-c8636a20bd9a
industrial solar powered boilers,5b496eab-b98a-48d9-a273-f44b20cf4360
heatsavr liquid pool cover energy efficient,44490351-612d-4b48-9b97-b853115dc4ce
heatsavr,3865009d-c58c-468f-9c6c-7cbdd2af8cff
brenntag,7665d7a1-1505-4052-9625-5ecb3f958ce2
electric heat exchangers,86eb304d-2c51-458f-aec4-f9ead0a5cf53
contract manufacturer of food supplements,22f4712b-7c62-484c-a42b-4a9c2575555e
development of food supplements,48781a4f-e4d3-4715-9c18-c06cafc550ac
contract manufacturer of capsules,ea2a9308-9ac8-4a88-9011-9976f1e3b256
contract bottling of food supplements,c7446cc4-0a5d-48ac-8ac2-4070c8caa09b
food supplement packaging,566eac4c-7793-48f2-a644-11619d741bcd
getting food supplements manufactured,5c32e81e-a4ff-4858-a708-e990bf473c00
contract manufacturer of organic food supplements,ed170f9c-3ab3-434e-816c-0702bd86b057
food supplement manufacturer germany,e7264cdc-2098-4b21-a4db-466ff3935013
additive,e2a3b635-8e1a-452a-b7e9-55dd6d6068d8
adsorption driers,5cf853cd-969d-4fe0-ab6e-bac380a55f7e
"construction compressors, rolling",305eb205-ce96-4e7b-8bb6-54f7fe857652
compressed air dryers,9a981cf1-6e5e-4a89-99b7-7bc6fc5b85a8
documents processed,ac1575c6-3406-4cbd-b429-7158eddea1c4
tool manufacture,c5034c4c-06a2-4994-8d06-665263a482bb
cad/cam free-form machining,593c0379-d1c1-44c9-96b7-94f97df8e458
synthetic casting,fadd8fa4-5888-435e-aef2-28fed34cbceb
art objects,2eb22e0b-3390-4a74-aaae-68aa0d6ce992
mineral casting,cadb8998-bcd5-4f55-9a55-97d2b3f133c9
gold medal nyiooc,a0609263-deec-4cd0-ab7e-c38f5a0564e7
gold medal terraolivo,d19c9df8-fead-4431-a209-9dd300815b5b
bag in box,9a829f79-eec0-428c-b27f-d9d8c6d6296f
technical design consultants,8cfd7f29-6150-442e-a56e-281ea794962c
canning machinery,06b23d67-d8d5-44c5-9b6d-49599d615f0a
machines for the canning and preserving industry,82926676-d836-42b2-ab98-6370fc613881
oiling and flouring plants and equipment for the food and canning industry,aaddd782-1ce5-470f-82c4-02ea3d652c8c
plants and equipment for the production of jams,55262c83-6640-4883-a880-f056236050ae
mining iron steel,6d04e9e4-bb39-4875-8e2c-3b72f322d4f9
renewables,0106474d-4c39-4305-b423-57d1b77e309c
education,4fb4f3a3-4ed3-46da-a2eb-cd040bb5ea05
accessories for extraction systems,03516933-f0df-4129-b8df-c5fbadc20e9a
water cooler bottle,a22ebaf4-3c1a-4d56-ae67-db108747f683
aeration,645699da-dd83-4176-90d6-6d7fbb8a83b7
aeration systems for wastewater treatment,fa8cc816-b430-454f-b89a-b7bd72956aff
biological treatment for wastewater,bb6fa209-910f-4f76-9447-b560fa804c15
equipment for biological water treatment,4576cab6-0274-406e-b66c-1011d5ede8d4
hot water bottles,f8544bd6-aeca-475e-8d30-1460c96b6313
hot water bags,84215f12-cb6d-4122-9dbc-8a55612fc949
children's games,22209a60-8e15-4d5f-8f96-8f8acd6a7891
fire-fighting water supplies,0d8eae81-b84f-4c8d-8f92-9bdf3a806c10
desalination of sea water,a31393c6-22fe-464a-8db4-6abc4083a3b8
construction of water treatment machines,19c2d017-810f-4827-8377-9c136797b880
photovoltaic street lamps,8e993749-76b9-4cd9-a866-10fc3cac2e0d
early wine,9f7c55a5-5767-488d-ac18-22b27864a1b1
water softener salt,052fc1e9-36b8-48c6-bf70-8a888cb4003e
medicine and ergonomics - studies and research,bbea5622-a440-4985-a679-5e292cab3aa9
contract research management,0e8b3e46-812d-46ca-8ab5-885308484db6
medical research,4bc977af-91a9-48db-ba0d-14422656211f
medical writing,49d3ef1d-06e1-43f7-acad-e6fa585d3a04
clinical data management,30155d84-c36e-493d-b5e1-709aa2597ef1
software for hotels,e4326ab1-942a-4c94-8e05-2bfda7192081
network design,796eda5a-44c5-4152-942e-56a4e7671fb6
"blister form, filling and seal machines, combined",49faed30-5a7f-4707-9a04-bd4b01b4b6c3
"moulding compounds, thermoplastic",9853a00e-3efc-4899-abab-a58a177c0bd8
thermoforming tools,5e079875-5fd2-4d36-8027-3b8291ef51e0
"forming, filling and sealing machines, vertical",a13bae57-9a02-43dc-a5f0-41506b128107
wholesale of plywood,f5a21f85-184e-4e22-84e2-e1027f985e9e
phenolic plywood,3102e314-c060-4502-a5aa-87ad2d97d559
heat-recovery air heaters,94406f1c-8676-4103-94dc-437c6365e4ed
hydrogen generators,7a8e93dd-6044-409b-9162-73aab738c99f
professional abrasives,98a57f23-2da3-4362-986d-2fec31e803da
extraction systems for work places,09cd349b-b088-4816-85db-76ad35ba2830
extraction systems for eroding machines,cd024fa3-763f-4b62-ae47-e7fa7695f51c
emulsion mist filter,2756c6ce-a5bb-430c-b08e-61e0de4d7e42
air filtration systems,c8d91e6d-8fbb-494e-9ad8-c19d251ae5c8
portable gas detector,5c80333f-2f04-4b53-8eb4-c2da6441d368
portable single-gas detector,7c3d73f1-a01e-49ac-aeea-547c1574668e
portable multi-gas detector,03e7f7a7-4a0c-439f-bbef-b5dd1f890c1d
connected multi-gas detector,ad99bffa-9f44-44ed-9057-2e6b6fcf3811
gas detection in confined spaces,5f30435f-810e-482b-891f-cd965a315f1d
portable gas detectors for hire,c224f4af-cfff-4f39-9933-7c7616ae3861
toxic gas monitoring software,71ad207d-e4e8-4d94-9a50-aa7ef9fd038e
gas detection management software,69be85a4-79db-4d75-85a7-68e2a2a72036
risk analysis software,53bdbcd5-e93b-41f6-b7cf-0f17b42bfda9
ventilation ducts,776afefe-15e3-4262-a352-b8d1e6458d68
metal piping for air conditioning systems,51baacbb-8cb6-4bc0-9831-3f69b05e9d7b
services and activities concerning the food and preserved food industry,029b3990-db3d-4c9f-bfbf-47dd85c4b8d4
oxygen generator,54b0f963-86b3-445f-ad3b-e05c151ac2a6
investment funds,a1e2035b-5b3a-48f9-b2c7-9451d515958a
investment fund management and administration services,033f2499-2bc4-4b5f-94e4-2e571aa17ba9
mixed investment fund managing and administration services,41efa905-e463-452b-9a5d-3ceb6ce27677
lufttechnik,558b9342-9482-49c1-9e6b-40bf280c7f51
"studies and control laboratories, testing and analysis",89d5a122-c2df-4b29-a880-ce21e2258202
chemical products for oil and natural gas extraction,a7479d61-5c9c-4c9b-bd1a-54e91038628e
waste collecion and disposal,f3d70c97-36ae-4a4b-b1e0-9f73a1d38485
high-pressure test benches,ac429c07-82c9-478a-b5c6-6d007910e8b7
flow rate measurement systems,bd8a077c-b3e1-4c85-9454-4d7047e06a6b
gas meter testing equipment,05f3495f-9cde-46e7-8dd0-558cd9f35958
industrial salts in powder form,e2cd2384-fc4e-4c01-929a-4db6ffd64c15
air conditioner,92f937a2-83b3-4223-aaa3-95dc123606f3
telecommunications - operating,1f30b3d4-a5ad-40d8-bd74-ffa6cb4d4005
thermal oil heaters and steam and hot water boilers,a7409583-403a-4779-b23d-fae538a37899
sewage sludge drying and incineration of different biomass,8423921c-7f73-47bf-9735-069ce7f49ab5
process heat and energy generation systems,6257181d-ffd5-4bdd-9e2b-dd8c91192e6f
protective sleeves for mechanical pieces,d67dd8bd-6d05-4a6c-90f8-cfa88d36d4cc
reusable separators,03f91591-8fc8-4890-819b-a4a7f1c9730d
bar lines,9fa9f935-aa5e-4c1e-b109-4b5d301c6d26
tubular,8480914f-ad4d-4c60-a917-c092b4bb2d01
flexible,97d3252f-adef-4bd4-8cb6-bbb0cc6490c5
reusable,5fa20b84-1407-4186-804b-85ae07c10dd8
washable,700aef31-d31a-4c72-95bf-57ce2f23a172
mincer,ca46258d-3917-4a26-b300-449d615fd73c
services for purifying and deodorizing atmospheric pollutants,db99b347-dabc-4ecd-a968-dab0bcf4418d
steam boilers for industrial use,dc5edd60-3a14-4b99-ae14-1660081275a6
wire cutters,66b8f711-1196-4a62-8a79-1db87eb7c5e7
