products_id,products_and_services
b5ed4eeed91c56987073ac85c32982dff7e233ba,nail polish
684aafca72836383636749ef2b9d1319c5b1624b,mascara
45df4193790157ece80c28792e5b7d628961f670,cosmetic of argan
c62147bdd97c22c1bdba6c9b9b2bb1b93bc5bcc0,medical tests
2ad9cc5e612a8f599ca2c8eab82eb2be37296bed,co2 analyser
914f6d6e928d9f6ec7c6f783879e6bad39ea073f,spectrometers
b15ece347d176382dd254c75286d168fcf676ac4,medical gas analyser
9489c73a5ff27a25dd30eff078c26b67b87209a3,headstocks
7f930c463c52eb13d7a8ecbda90a20e024a2607f,components for mandrels
2b1912d11e9185030609bc7a180c47ba7ab07d99,spindles for machine tools
29b540f7e5e95cc577314c7dc6fda038af38021f,spindle bearing
1b5477b3596025ed0145c3fa8dfcba6eea5f02f8,high-frequency motors
2bd3a9eb84114f7f2aa3712a68e528d49a41b37d,dynamic balancing
28846f57bdd8d19a524973d2d9c4c532a148e153,cylinder head grinding
512fde1d3bc6603297214d9b559a5e6c4e2b2cbc,flywheels
21cfd403da6f1ddc124f5b3d12b7c523c9ba0089,motor vehicle distribution shafts and components
ef461cb1d22ba6559c45f115256ff459aec9857f,ac electric generators
a62f2fec4e83c092d85f04053ec99f84ed3ddc37,electric drive systems
86b906cd5d3164b7cf7261d4b14f213ce9f59568,asynchronous generators
30f6d8b67e2fa27faa770a88c3cb95af7403a3c0,dc electric generators
b0196bdc4726e864f8e3530e1874c30f4f18e586,mariscos
8d0029b56390613f0b6a6668403ea7d75386753b,weight loss cures
8ec6716940272fbca76816b6a7bf915ed9595b1b,lecithin
bb8dc2447191b92d9c165b2a8714abdeef034e93,soy lecithin
fcf5b70a9f575e1a8789a93dfdeb7e8f97984001,sunflower lecithin
e3fd899e39715cbf7d405abc63a14b56b3d2b9e8,rapeseed lecithin
95c02f859fafbcb671189553d76a375b91893ca6,organic lecithin
52f3e44ae90032063be50299bf9ae92d1225df54,liquid lecithin
655bb927da75fdc7d45e88310b69e0cc082a434f,sunflower lecithin powder
e226174a3e61f25bcf8d53a73f01abfb8a7cf858,soy lecithin powder
e47950fe3428920c8758fa183034571debad0baa,lysolecithin
600f217579f36f779e078704243cfa062498ca4b,equipment for sugar refineries
ca66b35d06d259179737270f5f66ad0855ae5dcd,sugar mills
5fdd693ef69837f605b8712488c7668b5ac0e72f,industrial processing
1ff8875f42848cd88f51ab44de0c8c3ebbfc2c6e,industrial transfers
a5e66c9959d262433df433ca80e13b86a500c270,construction companies amsterdam
fb512a870249074965fdb0f1122a7aa9145d2571,construction company amsterdam
d39a23c43c4f5b7805107cda665401406edc9ebb,rubber gaskets
af0d6fa17ef653b458aa8442bde3f6063236fdd8,rubber profiles
2865a3ad6b7d214455ca830760a8b8575edf8589,rapid manufacturing
2e351909a40d324b0e695f59330f59ae8d642606,additive production
1fb9aab2b2a7348e559c4f0be5e5baf673ac3d62,3d print
3845487b24fd361907aeba7f5e0a06a0c8b70506,3d printing service
3f300f80a245992009f30a4934fc1da97572d36a,3d printing service provider
795512f0d8afb9f9ba0f32c3e5e27d8b57655c4b,plastic 3d printing
dba93cbd9713cb34891fa3bddd093096d15796c9,metal 3d printing
772c5a1bb870871a70bfe92110e3de7f83164923,industrial 3d printing
91761f3b66106c34ecbaf054a6df2dd6bfa8a29f,internet and new technology magazines
9688d14837a7bff7cefc0089912ed5e47fb70074,"anti-glare screens, glass"
4919b1ddbcc731bebc8520051173872d719b84f6,glass metallization
2b7ad31a37ff83767578085e74a8dce6161c64c3,aluminium flanges
d3ab2b71e903fde5ba2aaf84215699eb0d4a915b,conventions
878494bfb3b6f370c1690054adb0846b4766e202,pizza oven
611a2ab1db7d338089a249bc48c76add536f8e68,ingredient
92713d4709377111cf31f2a71986c411bd6cb5b0,seed
9dc1cdba7e59d2e77ee6395e45ce722ac60fcdcc,lambda probes
2a1d147ddd13ae9430c34c954b56c176d86324c0,patisserie school
4af8a2c3943dbcfd240f3a33c4ea88d37c72bd1c,professional courses for pastry cooks
73bc045b23c542d9409e4fed63c41ce48b497ac5,essential natural oils for the food and canning industry
1872748dd1d25f266076b18687d3100910b5f221,tools for working boring bars
680a9edd3493cc2f3a955dd688bed99803bc43e3,botanics
da2ad7e1f99e97bfe35412055956d52b8aeea37c,cocktail garnishing sets
f9c505418d558f4d8e252a284b4ca01392282ed6,non-woven fabrics for liquid filtration
5c1e6f48afc3d73f55828bf98778f44da169101b,melt-blown non-wovens
1a5c8282462cab45f8e7ec924f54aa8ef0f89a91,non-fabric fabric banners
85d3744cfc9e74e15ada88975ccc515a840c9d1e,non-fabric fabric napkins
cc4f6170a5cbe0bfad1ddef1ab1cc34a88e1e613,tnt bags
d38ec246018c12be2350568180b8fbb3e9699399,unwoven fabric insulating materials (geotextiles)
d37b3c675e9c47bde08083a81dbb84cb37a5c68b,plexiglas® machining and processing
43ac27367bcd032d38d828bf8ed1c7c3932787dd,plexiglas® letters
a9a5285ad34aebf608eb6af918ad68e483eb87b9,displays made from acrylic glass
c3d621bbf9537f79db25b8003d1a7b27a1821f02,milled parts made from acrylic
498f03adfc6169c2cb88c55dcf8f9a55531d3317,shop elements made from acrylic glass
52b1c7d978d2f3a9666459f896cfa38712cdf874,shop fitting accessories
6f09fb593fa47a5e75eaae243e7d5ead88bd7622,laser cut-outs made from acrylic glass
6e79630fe110c9371abca2f63c3ac37032ffbda6,air-bubble water columns
2bbd86a9c49ff2b7d808dd846a1662628a781b3c,plexiglas® panels
e4a76714b5c52dc08d81d87ad0697b96f0293857,import of fresh meat
bc33e96b2419e4e7c1f7277d2777971e2fcdc7c2,hot rolled hoop iron
0eb3c5097486b012a414fa024509378de87ac072,engineering steel
081990b68186587f06a1e2c87b9c6f735218a338,cold-rolled stainless steel strips
d147a6368a2e6d1c5cbee9b272d5318a740f142e,slit coils
14168f8c7836663d28cb5cb18d30666ec7321344,wines - germany
d383d7642e6f1e08261b5f464245b688f40ca4a8,industrial fume exhausters
2d97a4e4e094749313970b5986bdef74487f3ce8,air pollutant control and extraction systems and equipment
13ad3ecdfc82e59e59ce0c5ac44e90887a75c1e2,covers for packaging
40946b8d6ae693713544c376d553216c6a07c2c7,plastic buckets
3452f0b1882eede7b927603b18e5e7747d850ef5,sealing bowls
37254b9ab1c81a121116db8a625517003648417b,lids for sealing bowls
50538121dbb2f9f3c4a7daa1f6d98dee080a846f,packaging bucket
a615c396a4b0b8060ddb0df8afe6937deb4a6191,national transport
c1478753ca82917ba505d8303a16693c496bc0c5,engine maintenance
c94d0fa5ab84060f6ddc1f3aaf532b004c429244,descaling
603f355932924459048a41652b5c5556c10cb459,engine cleaning
f6a3792117f0fe94828b8aee23937cf020ea383b,descaling hydrogen station
feeb13f62fe707d9796e9a9ed6103cf9844cb4b7,carbon cleaning
79e702e92fa3ed2e3a6e180535e9f8c495ef7861,descaling for buses
010aa6c892e9be0ad6b12a98222e6c1dd4500a6b,descaling for cars
ab0aee5437ed1a9a7693cf3341342843eb31d252,descaling for heavy-duty engines
441569f1145c65ac259ef9bedfebf55d765cd3e1,sales of new spare parts
b25206862b0f3da63b4ec7619884a3a0411742ef,new spare parts
adb79d73f010b5da0483784caad11d3f9cac3520,leashes
7b7ae89be9264da430574dbedb889ed97d5cf347,dog training
7bbf265a59b45c2c9cec0ee077409d940a311977,wardrobe doors
1b9b4147ddf9d8bfb804c52f3c87ed0df27d9324,plastic machining
be2f501bd43b24a8c2d74d324d261c57ea0a0712,tile cutters
6099c08727db84d5a30c22f2efc665b8c91e1f21,cotto tiles
cf40ce3dae609049bafad17972ad69efe07b0bbd,floor bricks
8d95073dfd5f27d7f58c93f8f9a010ce50c31106,hotel for business travel
064d644acb5fc743415f351145a708440302488e,"floors, raised"
f196eb0e8b137b2aa8ca30feeb2c3b41246d1755,artistic tiles
38a305ac58dee1aec44042e21baa6889ac1549c8,flower of salt
3e1948a9289f39bdcf82bc808575cedf4d1db003,table salt
57c9899ff319a3cf1c6cd5518f15ae82c237534b,stock cuttings
736d2b1dda36c16f5f8e3633af25b71e954c37d5,grafts
d64f6519ee0a8689f040e1ca76fd9f6e68b7ad27,lily bulbs
bc4a65ac80c59e40559c02830d6b320b9e049dfa,hyacinth bulbs
8fe2026bc6fa10eb1f370262b01d5ec4e1c16aa5,plants and flowers from all over the world
f2253e7025347ff6560df53016b8e12a21a79c37,"plants and flowers, artificial"
ebc60cf78cdcddcfe5abb55e2860654c35e37048,phytotherapy laboratory
0d617c81cdcfeb699b6baf114681d9815485b0e4,peat
6930ec22aff1096c3617d157a41f52f5215f0d2c,perlite
e583047defbbe3872399de04b35e93008cda968f,vermiculite
883a9906cb3509a3ef65afb55b99687647eeadb0,frozen desserts
be472d8de4006346d63cdce1171c6a84f76dd776,floral arrangement hire
87631244db7c522a3ddadc693f4711cf72b8c0be,florists' accessories
8ffd92fcf302a1ab34146dfe041f57b97f9f0e1d,supplies for florists
9dc07f6be9cebf27afdf2700d101ecb884e7f169,roses for sale
8029e19dedfcc978ab8aa9663538aa1fada8707e,fumigation
2033789498c57032b86a65e56f0b61aaea773ced,flower baskets
2a6511bf71f16465355f746f856ec26ce2bde436,flower bulbs
0c350bdd758b9ed7b138beb560d44665469c26d9,lawn seeds and bulbs
94ad413a3e3ce7ded538e27396bf405f2c5513e5,artificial flower handicraft workshop
cdd97e00d3d88ff6b2d5a799c6f6747ba0eba511,crown
9c674d77068f20904e1e886b154e28a41db67917,e-commerce packaging
2688920fe5b64b012ccd371ade2894b531e101a5,sustainable packaging
e9598d16de4166eea702c17bb84dab878af27020,air cushion
67fe7862322a2b5859d493eb7397659afd3c66ee,climate-neutral packaging
8634ce7bea6233e1a53f35327a67b79d792ffae0,bubble wrap
69b932803c7a6716fdea885741c326dba32009e0,protective packaging made of bubble wrap
eaca822c10ff31854c303042d1962682409a315e,air cushion systems
67654914fb7d72af5efb1a89d74dfbc516ade565,centrifuges
880f048cc2096b603f6b90fab7cd1ba6c8cdd891,centrifuges for the wine industry
2ad3d02268e4da7995bbdd71dea938ed266476f2,sludge dehydration machines
bc3e1d7e2722f79ad304a96acef8a2bd6d20745f,separators for liquids
98b1f7612accc87cf8a73fb9154721114ed518b6,centrifuge service
437340de51f27af9604717d53a38554e31bb1d3c,peelers and graters
623941eda69c997e750674d73ff2a7e8d602cc33,glued wood
eb3943efa7452155dffb010f3a6cf82c122a6213,electricity distribution
da60a61279a2181815a863cbf8084632eaeac5d6,metal brushing
adeff13c6a6c35b83682f05124ffaccac378b7e8,packed calendula
3091d4a551546ac61a437d9465eb4dcdd8b6696b,"stenotypists, conference"
9262c69dacd4adf83b2efd4bdd936e81073f5682,dosing system
24d1006261045779b5418299cf97a17ed91eb1b9,flow controller
4fbb74f53ce771552a92aec7f05560ec7f50a325,flow computer
b382d6e55b83c884583553de524b9f06205d69fe,mixing system
812696af3c8642ed2da8a7be67c4b0d2490243a8,micro dosing pumps
f6b70b166a0b4e7329b511fa09de5dcb0703d5ea,static mixers
c35879384aa283874e53b43015981ec2db9e4cb8,reaction systems
c0086cbf9d258bbab3daeb4f8bf1eb351d5f5814,pid controller
7909ed855e495d869d3d11b996e0dd864025809e,micro machining
f7688554b48b83e235b5010f07dad73b3288f5d5,systems service
8dfbd8aeff5af245cf3776c049667436056ca3bc,fine grinding machines
8f569addd93a4a17b7345d09f2afa013eb99933e,two-disc fine grinding machines
364ea8f82ebdc76b9e9efba62a1f76551da390b6,contract fine grinding
f8671259c158dfae835254314924f5a8eef359d9,chamfering and bending of carbon steel sheets
5a0bea2ca46d0203d7b71d6df982c38f76d4251c,printed polypropylene adhesive tapes
ae35906944341bda632ad0e40540e1b5564a815e,straps
e9a225e03a43b9794cc8202f5278b95413751a15,metal stamped parts
48f5c2e87ed67b6741e94f9d8e3320f90ec8ba93,knife blanks
32280d8c5d92fdd0bf7310dc9187475e2bb68697,scissor blanks
af46f39ee069f12bb6dc25f9099579130c00d068,grinding shop for machine knives
ffaad6d1101af44c29414b95d3707c18a6906f91,household knives
0265db2e51ba5ae1c696438913fe4d6502f1a8f2,slaughtering knives
2c94c1b8e74e82c506eb3601598643b1dd9d8763,knife blades
19404f4642e11a20d0d443635a46fddee81c3b63,sky diving
6b55e5c2e6674d00818716041ad6367b76be86c9,stainless steel stirrers
bbf2a708c4892e38871667ebe327f16a6dbb250c,"agitators, explosion-proof"
a3e022684c1fb18b97dc01b98d0f7d6c19150fb7,demineralisation systems
9ca2bf781c8c7d3fc8ba4513359f499cab204bfb,laser equipment
60d2ccb20f41f6528a8507ea28dd59764b47ddfe,condition monitoring for machines and installations
1d7e24063435506203b178772e5bd5076f31b170,condition monitoring for windmills
622075c40ff25937f8fd6b8454eab3fb5c5108fd,electronic measurement systems
428dc3fbb3fab7c8602f9af8b08753c026a71b03,maintenance of electrical rotating machinery
108e0b681b1d6c4e0deb4084c18170de824f11ee,machine alignment
15909e880c4db18ffe3f64e9b7dcea0aadbf7cfb,machinery monitoring systems
271bd2e46582b259d399a498716e220f342f1f43,measuring technology services
1eff26013c1a842426b9170ee6904a1919ff618a,infrared temperature measurement
5604cd4a1d01f5d758a9397075b1431ab636f5d6,thermal profiling
92fb45ad67b286563d7630ea1b20776c1b136046,data-loggers
9271874283356943eb63480662d60f4d532b1f5e,optris
7992dc96064d0159e61251167eb80d8076036e14,flir
d11ce424081d27fe82877ed86056b9eb7a0f224c,slides
41880ee3438c878762e9a1a0fec66bcc23dac767,phoenix
63a9d2c7c5b4892237abb6aa157330415cb04662,acoustic cameras
6063c2b7db90ba3ad79a118bdc8122387352ce76,temperature recorders
b8f3936fb817d959dd89b32ae75fe95bc0f5982d,infrared probes
2ee7c663b482e8c800b430649375c97ee1edc15a,pyrometers
66669deb16637d3015999cdfd01b94f84e6d848e,pyrometry
733717d72ae99581601e83f68d366be58d24fbdb,temperature profile
58c82bbd2c533d4d4d89f0ceff415c0acad023b6,quality follow up
0eacfb28ef97185b544d481276e2cd2eaf047055,river works
2270261c7a68cefbda1ba1fe4df1416cbdce4cfc,"aluminium fluorides, electrolyte"
82b2317ab4b9bbb30293afc8e602ea57cb668250,barge rental
b9e7e731a5dc499dd3123216c7f45642990de32b,tugboat rental
c1dcff2e542a74ab224c37ca3e2dfe21f21bec87,port work
43f5e1d07d1a90b16a2e401cdb1f12c043d3faa5,installation construction
dcc5f1653e811dd26f2c9b1b9f1bde8e7114d3a2,barrel pumps
8d5b94c02687d9cbded04e8b7abc10207e107ef9,mixing pumps
27a8e20277ef965b5205842503b0e0d0360d7897,needles for syringes
d4f1b80cadae52269bc10330dec8e4c3f377c760,collection of medical waste
fb107c15a44fc2d30b0888e1eea85b8458cd3a12,infectious waste
a1aaa23383ca670dc47757a7d5b39292806e22d9,sharps containers
57f146b4f5a64a95038ff89c581df7bad624ec2a,insulin syringes
6a44a30317b8d178564df9d7a08c8a1e6b1230c5,pen needles
1237199f63d8968372144ca91c817f9879495788,blood glucose meters
b2b7a545054ca7e72a4955466cd3dd25e64cfadf,airport taxi
91372392291625bf5de138c2aab63da730ae0410,plc programming
f8a67142adea72e060cf1d7baa7851833944110e,database programming
1f5442a2a4558113cf1ed5b2545dc5d557ba8ef4,web applications
b468c944d01d837af3868af65ec7b8d3f2bad5d8,process visualisation
1b31bf0705f6425f5170eb37a675f401cfba95d8,eplan p8 electrical project planning
8326217f833702c8ed9f83a691c5dfc7afb1968e,control system construction
d99e1d7f0b26e1935159698dcd9810cc81b94e87,industrial power cabinets
744307216f5f5497742c8d39106f21ace1429903,plant automation
bb340261d9ef7beba5446ebee06d404f00428671,automation of storage and conveying systems
bbd09d51116ee50b91c0123c2b304e1b3a96ea4e,tricks and jokes
ba128bac82b20bed920bb455322d943e3b82b891,products in various materials for construction work
ad9c8fc95694b2641602c37816eff09d7360fdae,material handling conveyor systems
eeb90276c78b19a103908c864152cfa51c1cdf1b,conveyor system
cf5b82aad7f5e4ffc064f443f339726286d238c3,gravity conveyor
b74ed78fd583374d9ddbfbd9ec2e005a918b145f,conveyor manufacturers
09624549b835601c26fa35b3e11ac183fa6a9e2e,telescopic boom
52057a3d48f160b8a6b64ec42266839c97c3f523,best flex
9d54108f2db9816f2289b091071bd2328cc582b0,material handling equipment conveyor
67d761d3704c5f75f70c3ec5233a777b8f54b67f,warehouse conveyor
1b48ecf82ae51105697f3efe0a500112c86ce749,industrial conveyor
05bdceb3962957f7f4270b97c0678671f600d738,load-bearing metal structures for construction work
53c0c619fd543f0ae2709b0a6b8359e77f426559,salt processing and sale
46a6f280a24c8c9d1fef75b974a4757631034e04,titanium turned parts
8b512b129aacf247947e937d48c2598e40c90aa7,turned parts for medical technology
74d289a487ff488917d69b54ebc54161d47d1198,turned parts to order
87e41ec72488218e01450981a90dcaf337f8696f,"bone screws, medical"
5831c0ecec5172c2bd74ebea859c0d332f69346c,medical implants
9ada3584e0ac89e582680ee27a439051ec69fde5,dental implants
413ca9057398b24b31ee4244e19e732701906fb1,3d design work
614efec13e9dc7799c5755011724b0c3c36333a3,grower pineapple
a4a1c81a8b8178b7b6a94d70f60c56765891f24d,seal welding
97abf4e6f2f75d158ca86ed0d78922daab05e3bb,noble metal welding
79ccfa3546f0624442b066e5e5442abef5a14416,electron beam equipment
c08a4c84d57f3e520cd898f7acc56d7bce459d2f,electron beam welding
c64bbdcf21fbb27e7e21b8b69c6d7c03872137c8,contract machining with electron beams
b19cbaa0c9a12173f8a9b28f37d3e108079331e5,contract machining with laser beam
5b6cc6816a1c675437907fb19e11b8e55f07b17e,laser welding under vacuum
a09bd316c90180e12860820706160a3c64684395,wine importers database
b72824e737c6ff63e3e5c88b6e7258cbda357ede,wine industry information
f0bcd688d1bd853aa5e4238f4b01edb8f936c74f,professional barbecues
2c2b418acbbd280083ebca4424d7fe8da04c967e,linear guides
569b65774205277e37179977af5473d965b4d002,positioning equipment
70f5d4a6ab470cb500407717c870578790b076f9,coordinate tables
546f8add6e456ddb9f601e4627ed53aab7c3d4d6,linear equipment
28a76d376401e1d255f475dd748bfde147246dea,rotary indexing tables
a1bdfdd2ea97d9e6c8ce00d57e2feb0191ad9b9c,positioning laser
b4b4f166a06cded04fe31cf81a0263e9b5f78e00,slide guides
72349fac9a7653be40df81370b21985a0710f986,control technology
175069ee94cd0b37021d2c7813f5d9bfe7262362,logistics needs
7178fe4b8a80b77e4ce104c7997794103610908a,logistics advice
72a98816d49c46b1fd8671339752c272239c7d40,logistics planning
82019a8fa0c7f56ec339c0bbda9b9c8c4e84b1b1,logistics systems
5fe35e09d464a18a28e551501116dd6421137a33,plastic envelopes
4061642fa92dd959b69010029d04e43a588d42c6,badge fasteners
397ec01b8e385f74d8f867b6fdf39fe16740c947,id card holders
6815dab78305abb1fd7aa597d13bfa22e6742b2d,ticket wallets for travel documents
aca95147494e5a3252616b68f3304b3c6780a2a5,solar protection films for glass
2334d8fd7533c39a4a3cb6acab61f715a994ae46,"financing for projects, mergers and acquisitions"
983a8c4b706f5a03765c12f348c6b5f20b067477,choppers
018e2092bbbaa42ece6af28d1022fcf2bb464448,pineapple juice
66cff4029f1027e6c9ba9b2fbd7196658a464223,apple juice
a9b73b902136728abb8de90f2fae84be6171a239,tropical fruit juices
3b2edbd1c56f3b4aac2b684f17514df7cc81ab99,orange juice
86d9b5040af2767bf2f74d58627e55b5c0856d2f,trading in fruit juices
953895f920a82caeeffa8715e1df668d782a9e12,trading in exotic fruit juices
5f398942f9d8b2e93e1b1083edc692b3eb4241a5,chilled fruit juices
3811bfef6cb72997b566e264dce8dd617d908f89,sand casting
830b0ff2e06c70ac8e92b2002ecaf2bd5f6eb686,low pressure shell moulding
a30a2b61d7b25d9dd67ec1cae9336d1e6213e60f,cast parts
9fc6c663fa9fb58961eaefabf2cb7a2a52ecc70c,furniture manufacture
5fa09ca21c625c469a4ffdddd7fa7ced23656f2c,diecasting foundry products
d0600699b0a64783e357ae9ae7ab69dc77043a34,mould design
17d5352e08e3763c00b8da5b230e58029febaa93,metal buffing
f76eb8efa2c767dff4ed10a03c43a2716a338fd1,ballast
6b88a1be82c754df92aeefad6dabf2239478dfb3,big handles
86eaee207812746d4db69276a1eb3ffa60a2a433,carillon
669c8da4745896dbc31252a32d8ca7d183af170a,casting of non ferrous metals
6414c178d6c40200818ba1e4885918d851a6866f,aluminium moulding
33574dd8240d4e9798b7849b77dcdd0b6bcddbc1,wood model modelling
bdacafb0d1ce3d0be0238280a46cc726aa607062,stainless steel foundry
27ed4817c3d1b64cd8560b5aeb68b270d5a40c32,extranet
2f52db3f5d9f379737ecb0ce96562818b77b32ea,alloy cast iron
54216a18c359a5f84ba8d193c64826b41023dde8,roofing accessories
f0467c16e926f5fc3c37bf5d4a79dcd84ff3c416,fungicides
0bde76902eceb1f8e699ad0d50708d8912a7415b,geothermics
3a7da4273908f8d84a65bfdbc0ba7e3901f40d16,spring water
1dc8db7eeb4df423bc52dfa2e2df173788dc72c5,acid-resistant floor-coverings
ecbfc485e3ae84dbe836ead818efe00175dbe9c5,resin floors
ccc46d738408cf61f36acc523615c9dd27e03946,metacrylic resins
691668a2cadf4b345926a78932d49d9587efdac7,indoor resin flooring for domestic use
6bd6e476780c2fcf4252bfbe31a99c97bee0c772,packing of fruits and vegetables
70a9eb08212af7de12e5a07fa88ae6a32f82eca7,wooden garden pools
7fcdedc1d427ac6a846d7b379758149fb549d3e8,flavoured milk powder
6dbd691f5f50e74e020cfd4e4f002adcca1cc2bb,instant yoghurt powder
06f6fa31961af6857c678ef904d93db59e97ff77,ice cream powder
90b28d8c4c572a47c0e433d3d07f29e672c37437,dry food dispensers
0b7923d0af92f68331e0f03be38c30a7c05f0117,liquid food dispensers
d180cd276b4d36ab6a4c7b9ddcf78a74b01c52d1,bulk food dispensers
5ec53caccd4342666993cf7ff8ad4b9f29b49026,"bulk bins, gravity bins"
8c8e4ac4c709d588d1d1348bfd3f23f87ef67218,food dispenser shelves
6383ab35569686af429e333bc1f1612a94d36a59,petfood dispensers
eac2b8d01cd08068dd43dfb88b03a4f582b57628,carousel dispensers
759eca4e020be8e5f287cd4a0390877d6b875496,transparent food dispensers
2047433c9a12a627bbfc26f20bcb005d890e97a5,fresh algae
d9274c6a8993ed03caeb59f6842cdd449a327562,packaged salmon
b62de137c562917908196613201d16af0495e01c,market research
b04c9e498be9f73ff9a8f9e36929beea0d9be785,robot automated equipment for slaughterhouses
4b638cef9ddd4fd86bf0d21fd28819de138fcc0a,"online purchasing management, e-procurement"
1dad2c290ff77724036844f315aa971373bb7fa0,financing for businesses
5694f8f8fb67bdbc15de462303ef0651b76dcba5,factoring
bbefaf6bbf2903652fc8f551562db29e22001e0e,trimmer
75fde8d142d3b9df460ab1def451f0f7d93c5c0b,fabric stocks
07bfb29300f5e19d1cf495a24f95b7bfe1971858,identification and recognition - software
588eccdaeca31f034622b475e3bb24af20143138,it food
e9608456637abe76d0c76eb82cec19e672862ab4,software food
56b72cd00d49b586b2e21e9f0ba5c05d2d465523,erp food
aa070f08ece98304f9d7ab60f9ada43dee5a44d8,traceability software
84534e34d9ad48a2f2ca5c635a9089f50aa0b745,software production company
0ea5b729f8831b1f051a7d72d28a2ee1e0d4a548,erp - integrated management software
89bbe87cc26aa03a8b044bff38702101c828d11e,edi software
065c6295085e0d41dbecbf52e15a6d0d678ccbf6,software food manufacturing company
7b2b609409ef3b65a10a1ef9b0da2cd81b911db3,software food distribution company
be8aedec6c981dad8536d9dc5ea0b7b4bda709c9,alu­minium finished elements
e01a937af1738b53830e7e2f4725543f9ecd1cd0,processing belts
8b219ff446d34a80a69fb1da64a761daad851aaf,flat belts
5c1e97dc75608af611ed37fe94528cb108ea50a3,tangential belts
5731a5270a30be60622ac7707b95b4eb9ca5266d,distribution centres
9fd04098b2c7728efa3977fc661524aabd13557e,cogbelts
fe0e76cf391eb5292ea962399737bd773638f2a9,modular belts
6d910717fb4adfb2d7fe596e654f0c0b0a8ab4cb,plastic modular belts
ccd3d3a8940add737134f394b24d46fcd9db762c,sling chains
dd7ed316446c230cacfd629e840f8be65e6bbf8d,"round link chains, welded"
8e11468f1b397cc9171f95d820780cc5cc5a1e93,lashing chains
72eb672e632483ed2118696f723b3e20738b1e9e,manure spreading chains
42a0765633a814cafe8bf55774a0a98a8698e9d3,forestry chains
974111bce11b6551a20d86bbfebc692c36466445,chain hangers
59f030c6e20b7cb8983e2724fdace324a173d291,sweet cakes and pastries
998e5e0d0b1381679a0c4750d10b6b2b4acd87ea,fruit pastries
9c2b070dab64ad17c4d16d8dfe5cc9ed09d9a8c9,wastewater sludge
65def0fd460ac027230ee8c5f8dd0d201fe780d6,wood joining
89e91e94d7efe29d264120c1fd275e7ecb30e4ca,chain drives
4f79dc9698cdeee10623b8c0e5a26a270ccdeb6e,heat-resistant chains
9d45ad6cdc1e73efaf70d7bdc69a99c71598f10c,industrial electronic components
a2458a6bdb9f5042bc7ade40171b3ce58c56de87,silviculture and arboriculture - machines and equipment
814a799528a679f0ebb0d04e654a56fa9ac02153,beech rafters
0a8f355b1bf40aa6f9a0b51bfb88f4894cb7f239,animal breeding
1aa93e38fba6ce4b74d03e42eeda5a095c27c74a,museum guides
afd2f6ae2e43c985f83fd8c8d79611421bf9a217,forges
066da97456e75529296c6ab1a4e727bc6c4164d7,"wrought ironwork, stamping and punching"
3df0a53160b4c77e69fb9f2182d1add4723ac7fd,hardwoods
c5832b11f0800bfa81595c079cbf1c1ceae4ab6d,laser for metal heat treatment
388c6c6e2bea0c3bfadf789deb792d2b78f8b6b0,forges - machinery and installations
e4d2969b988fc67aad18c5a4c801295a3c1d998c,raised floors
db4a74633b0fabe03dfe357bcffd1e8a3692852e,forging installations
9d6361761b13e97a3152f6d6a7a080f9efca3c30,stainless steel cables and accessories
8a4da4446d333b6ad9ee9aa7920db8c6096f2daa,glass and stainless steel railings
9622bb6f1cea11a06f244ceb4915137ff9643cfa,glass balustrade
38ac6d34f2e379a581ff7a2fb540720c97384d24,creating the cast or die
068dacb5548dd4d26ba2bb70998298cc200edf69,cast and dies
5920584b44e93bd76a851533649bf185aaa3bfc4,manufacturing of forged parts
133aed78b33f26ec07c6ac841c4524fdf59f49f6,manufacturing of machined parts
2f267045f6244632511d82187da76878075161f1,mechanical handling fork lift truck regeneration
528ec39c38ebeccdc65ffbf915edcae51ee7a074,walker
b04ffb77a9bd609c0d096e8473e545d47db9ed3f,energy storage
586fd572ada9ac930150c29f30566d467d53f2a3,storage solutions
008f75fa773457e33b4d14b20fb8a6330db1aa8f,mobile lifting
86ccb6e099c2dbae40900e0188f75c5b0b55756b,laboratory furniture
b254c1f3b2a28e48273557ed9e9df5b387f70541,test instruments for building land
fe263d7853a4de4e5c3e5bdd119c6ef2e874ba07,surface coating
1c40e885a03076c893c2d9eef70d749fc02d7787,machines for dynamic material testing
8ac93b1eeaca49dbafb228666f32b71519e63004,assistance in drawing up plan of action for export
ae48fe9599fe7a3e3654ced89af7c18d327fc389,consultation on international contracts
0f9ceb298a38accad63bfa97d2d1f8cbd3daa94f,polycarbonate covers
5287c00a6b9153f7f16bd6c51c0d67f9be458a4d,furnishing design
f060c9058b87382359173d06da566a0bff159d62,adhesive
5da5b03c9b8ee5a8d2c12533b2e78c20cdb6b0a9,steel security door
9d7656ca9fe4565497f967977f4faf5284aed4ff,interior door
8fbcbaea52e75200b78d07ac891f42d0128ad31d,equipment for bread and cake making
4d9bd8173d5284de3d31e8935e9c7279bb9929c3,dosing machines for cake making
b67eaf46d95665a8c5285206100c2621d7582507,dosing machines for chocolate
6a598278616336f73d43fbff70b5993ebe96f39e,pastry distributor for cake making
6ebf97019222c35d1da32e119e7feae12e3fa41b,automatic capper
b85d707a1d69ceb005f181270c8041f9ddb028e5,cake making production line
b7cd9b0cb1744494a2f663263a2c3f6be5aa81ec,professional wood oven for food use
