,products_id,products_and_services
59,5c75aa4a-c5c7-4616-9c07-33a6de759f6d,disinfection and disinfestation of land and environment
60,5860a6f0-2ba4-476c-993e-743fd37d4734,rat extermination and paracitisidal treatments of ground and environment
61,6b2848ed-1b09-44df-a4f4-b91102c26821,gas and pouting smoke reduction systems
62,c9225bc6-95a0-4109-a591-955cee930a92,rat extermination for buildings and environment
63,e38aeb29-4005-497e-a1a6-4a04c9ae71bf,cockroaches disinfestation
64,ff7935c1-c355-4e10-90d4-017bb06d846b,pigeon hole units for objects
65,65f328bd-d72e-4127-9070-3c2a2d77c045,mechanical transmission systems and components
66,b9764fb2-f460-4877-887a-e6238c07d82e,mechanical drives
67,7315f807-ceef-42f8-9008-0e33b04e017c,transmission years
68,f8611892-acfb-4bdc-ab31-002307b5791b,technical belts
69,0bcf925e-f317-4e28-a14d-352c197def90,toothed belts
70,67209e4f-ac6c-4157-ad40-4e72dc2d0fa3,smooth driving belts
71,8c494b68-a098-445c-aa2d-ac83d97fe326,toothed driving belts
72,e23b1a88-eb3f-4978-b6ae-d87d1f02bf7c,years for goods hosts
73,a043ab4c-0339-47ec-9517-0b1a7c6c5157,years for pumps
74,784bbe28-a52b-4390-8f15-a60552935842,goods moist parts and accessories
75,2bc716e9-fe8b-4ab4-8e97-653fbfb093ef,pharmaceutical wholesale
76,75f88b10-7bf1-442c-b55c-d6a9d5f828e5,meat processing installation and equipment
77,2af1b8e2-9821-4837-8a8c-91facc073605,food industry - machines and cooling
78,69e5bcc4-7722-4828-938a-f87d095b3580,animal food processing lines
79,40dade4b-2054-42c2-b6e3-9cfa9e5a4a95,ham production lines
80,b9a94c1e-1930-4910-93a7-74f579a73d20,machines and equipment for making cold cuts
81,f5692c3f-6815-448a-a79f-a50f2b5eee83,whole foods
82,5dfc3e60-9dd4-41f8-a11a-7f8e6d88c33c,natural foods
83,6231136e-38f9-4775-9433-458bdbfa6877,"contract grinding of cereals, boasted foods and allied products"
84,a12e1ab0-776d-4c8e-88d5-91ea701f46d8,international import cereal products
85,9a566eb8-4866-43bc-b9a6-afc3065c2d9e,drying machinery and equipment
86,24c23e69-6ba3-44e8-8b66-a9b024c7eed8,grain cleaner
87,67ebf6f0-d134-403d-afd0-0f0eb785b43a,systems and equipment for washing and cleaning cereal grains
88,b29d2290-6a7b-4efd-b318-a3fd8116c206,dry wheat past
89,e22ac22a-6bca-4a19-8609-73c4d14eb232,ground fine flour
90,35b0cf9a-c72c-4a68-b2e2-9f5e7a1db2ac,semi-finished baker products
91,f1353502-458a-4031-86ad-154397401fb6,latin wine
92,9dfd0eaa-ec78-48d5-83e4-23d1a7698139,favouring for confectioner
93,9882a3f7-4f0d-48bc-baee-ecaa213b3708,corn flour
94,8176ecef-9e06-41d0-b18c-868989dac5d5,chicken flour
95,6a9ef484-b937-4476-871b-cb91337169fd,sheep's milk ricotta
96,4792d9eb-9faf-4101-b40e-5d7590259dd1,"starch, enable"
97,4e240a7c-8eee-424f-8b7f-d9d6e09ba6e1,wheat searches
98,628a3556-7af8-4cc2-993e-f88cdf0f6d05,fructose in powder and syrupy form
99,b7b8504f-1161-4eb7-b021-a658ae5213df,starch and maize detain
100,0f97e4ba-868e-4595-8cae-18a4a0bfc14a,past and rice
101,e692f7a1-015a-43e5-a65d-d01aebf103b8,coffee-roasting
102,7de66a5a-ea69-4229-89ca-d61db864e894,company watering
103,31c335ad-55e0-44c9-aba5-da1447ea8bdd,"rationalisation, mergers"
104,bc36e147-2472-4040-b661-202a49aecdc0,road transport of goods in silks
105,eeab5fdd-57cf-4256-88ab-f1cc12c24b95,transport of food
106,5399d245-d701-403a-a6ab-c295fe813d85,silk transport with rheumatic unloading
107,e3ecaf6b-1cb4-49ef-9f5f-a2a8da2eeab9,flour transport with silks
108,89d06070-9dfa-4bdf-a6a5-5453bcb04431,ready-made dishes and cooking preparations
109,5eaf2f5e-d13e-4ffe-93fa-7a4343bec697,frozen first courses
110,b3dfbcb0-ab06-4968-984a-66755023d7be,"leather, choked"
111,14ddf93b-c561-4d0c-8bc7-bc38aa1aabc8,bottle bees
112,f2677102-de24-4fa0-bbbd-4442538d895d,high fomentation beer
113,ce0a849f-5972-44b0-a9c0-66812ee426d8,masters for dried fruit
114,cc5e4c64-35fc-42c6-82e1-ef857fe06f9a,cavalluccis (biscuits with spaces and almonds)
115,beda23e6-af06-4697-a9dc-dcdd2ef20b33,typical tuscans sweets
116,b3aeb1da-37ea-4921-9141-0be15a199014,urinary decoration using praises and chocolate
117,7c66c868-c3d6-420f-8d1b-b64648f67fe1,fresh and dry past
118,df596637-68ee-4bf4-8df4-ad14d82e0415,fresh packed eggs
119,6ee51757-19bd-48b0-939d-6ff9d808ce44,chocolate production
120,7fc8a65f-eb66-47ec-904d-9c58b84e8536,organic lumen free fresh past
121,6939515d-9d2f-4f5c-8fe7-279a72705c6c,organic fresh egg past
122,4612cf50-8ffd-45d0-817d-6157433abe4c,freshwater fish
123,733902b8-3e52-46e6-b97a-fc7b4828f123,fish product processing equipment
124,cc6fd8e1-50db-41e0-9066-e64f3c20ff4e,fishing
125,dc994a24-f6ee-482a-b0dc-afa93a3e988f,rose wine
126,a0e82cab-455c-47db-b0a8-a8bf58e4afac,wine for fish
127,8e94dc41-1549-4d5c-8e17-54e914476d76,fish tank sponge filter
128,0650f179-5851-4919-aefd-5384d3f89679,coalescing sponge filter
129,151eb186-d4d7-42aa-83b1-738f7c805601,sooner sponge filter
130,2bdc34de-904f-4ca3-b5ca-74d7192d5e09,beating sponge filter
131,e62f1687-bf8f-498f-8841-3dd3a3758a96,fresh past first courses
132,81881f46-f74b-44d2-b18c-ba4851af54ed,co friendly lead core for fish ropes
133,429de136-0400-432c-9d32-15ea2aa23b52,float lines for fish nets ropes acquaculture
134,66a3651b-83dc-4c01-8ecc-ae6818728ae7,fishfarming float - dividing ropes - nets
135,a0612b32-ce0f-407f-9626-5a65e90a0783,seine fishing co friendly lead core weighing
136,a2f6b7fd-b23a-41c3-8e3d-1ced4e29601b,fishing rod accessories
137,c636ab4b-0d91-4be2-8daf-370ff81494cc,restaurant with pool
138,71c6aca7-5aae-4117-8fd8-7c5bfee48bb6,fly fishing feels
139,1045bd16-6a75-4179-90c1-c480b9aab229,fly fishing blow
140,3a43a9d6-7a18-4832-a347-015a7c7aebbb,fly fishing products
141,75a3063b-7077-4c31-9091-bccf8676a303,oris
142,ce01cd48-0107-44de-8441-dba7d300ba35,cable pulling systems
143,8f3f3f43-c394-4054-8c47-41936fbb5806,fish tapes in non
144,dafc6658-7d6a-4a65-abf7-c5653f9985fc,ingredient for watering industry
145,f07c7972-f0ed-4695-852f-94e0445bd828,fish-breeding tanks
146,f0eb8713-5b05-4a18-a63f-14c8e8f666ed,marketing of preserved seafood
147,99e5553c-9d6a-4b1a-be76-97b1c40d36b7,hunting and fishing clothes
148,05d3953e-cd4e-4e56-a349-9e59895a75d4,clothes
149,3f3ea041-3d97-4a2d-b7f5-1a3681625ed5,open every day
150,31628d56-2462-4024-8024-55a02b4225fc,steakhouse
151,9ebc046d-ccba-45e1-9f92-f20990c42404,tinned seafood
152,f625df4a-6b80-402e-b84a-87e8b9cc7024,fishing boat engines
153,11183006-f42c-479b-bc85-a28331acf63b,dry halted cod
154,fe8094ac-b8d1-4598-9ba8-cded1a2ab6c7,stockfish ready to serve
155,48c5ecf3-9634-49c9-8f73-88d8af95eca8,bamboo and attain items
156,ada7d6c6-a96b-4fe9-bf90-8bc1715bfd65,fish traps
157,24cf47f1-e74c-4305-909b-2ebfee30673a,wholesale frozen food
158,908ce912-7874-433c-96af-df7145476cb5,cooked meats export
159,17a0c0bf-8694-448c-bf71-72116f7eb170,frog specialise
160,79801122-3ff0-4b45-bfab-6e9242b2f9f3,traceability
161,61b1ef9b-83e6-4197-be45-b4572e7877c3,lunches for functions
162,0ff7abfc-cef9-449b-a4c4-45c322824389,international forwarding
163,6add1819-bac0-4b41-a849-de31cc6dfc57,ski clothes
164,f9b5f2e3-5668-48d1-8fd6-b1235429e783,children's clothing
165,a00c5631-45c3-4a21-82a2-5173418c66b1,fishing hooks
166,f318d221-5dea-4383-b765-9a3699ab5cdd,sports fishing equipment
167,645e3c2f-f1bc-463f-a2f9-1917da6e7d64,ready-to-serve fresh fish dishes
168,e53c2fb5-6b9f-4e5c-a9a8-d481b3522172,feels of heat shrink plastic
169,c5ff8654-9a14-4154-b825-6f117d509623,logistics for the pisciculture sector
170,7358c176-e887-4061-9b2f-e3b977f7183a,frozen selfish
171,94a133c8-f7d6-454c-aec4-dcdd19e2385a,caught sea fish
172,7ac9bd66-bae1-4217-a7e6-29064fe9da31,textile twice
173,49a7dcaf-8d9d-4a08-9fa0-8c8da2a09925,textile cords
174,4d20dc12-9eec-4f04-a2e7-d841c82169ff,systems and equipment for washing fish and seafood
175,a4d9f940-615a-4bc6-b999-568a4d0bba3f,marketing of fresh seafood
176,624ab2f1-8d67-46db-a203-5ae774466c62,package fresh water trout
177,b65666bb-8a4b-4c08-b455-e8c262114bcd,fishing ropes
178,cd651e07-ca14-4101-bf2f-40f7d4cdd2cd,artificial and synthesis fibre twice
179,34bf3b26-01b6-4ac6-9773-378559991a22,warehouses - cold storage
180,3c49f555-be6e-4625-a430-1ab736f46e86,"crustaceans, tinned"
181,dd0ab7bc-e261-4fb6-9176-694fbc8e017c,wholesale of deep-frozen food
182,5b7b78e8-d560-4102-a6a3-6878afba8547,first courses with selfish
183,50ef580a-4ef1-4ad6-b9a6-0ba49c421293,passenger ships and boats
184,b337d07f-9e04-4254-92ac-72dd05173805,fishing boats
185,8abb7307-bab2-4ac6-a737-66a3b6fde5e7,boilers for fishing
186,a956a455-6423-4535-b764-7f35d97cb1e2,fish-based dishes
187,9c10a09c-7d05-41c6-b1f6-67edaf459a07,sport fishing items
188,eee703b6-f264-4f73-bc7d-b40094f6d104,"anchovies, marines and mackerel"
189,d092c28d-7967-489e-9a3e-fe2600b51aa1,frozen seafood
190,9069c2c4-f153-4adb-a35b-8645a5358bea,freeze-dried fish
191,e109894c-ca1c-46fc-bae0-9557db386d1b,underwater activity gear
192,969093e8-ea71-4b65-80fa-42de329e086d,term life insurance
193,0470a79e-108a-4929-8d20-c6b92bac1776,underground railways - equipment and rolling stock
194,a7ccd33d-bf2a-49f7-a40d-af7e038cf9fb,surface treatment - machinery and equipment
195,41ef836c-313d-497d-9a80-a6843bcdc231,package strawberries
196,515b3ba4-08c8-4b2d-87b7-920b7ce49633,food essence
197,07db921d-22d1-462f-bbc4-ba5076821673,production of natural favouring
198,ad0ec852-0073-4423-b672-b1fc2dd6540f,natural favours for the food and canning industry
199,d78cc7ee-ba99-4988-9718-d2db82f8048f,favouring for the confectioner industry
200,5e67e368-2441-4327-9d97-cb511c4a2877,natural favours for the beverage industry
201,ca5ea8dc-3ada-45a2-9736-a4a9e752a8fb,favours for baker products
202,9416415a-d4ce-4088-8313-8c4d3d5771a7,sterilised preserves
203,2a81b547-e4c4-40e8-a417-e1fdf58db487,production of semi-finished fruit goods
204,2d154040-3180-491a-9615-2a4cef7e0cc6,production of semi-finished vegetable goods
205,7963aee6-08b3-4514-8ace-456bbafc7d2c,petit fours
206,6dd9f7b0-969f-4666-9702-a1ad7e54ad1a,special occasion sweets
207,d7a59d59-ff7b-48a6-a222-f56d79cbb94f,self-service bread displays
208,85dcc733-6749-425b-9300-8555511bdc3a,food for tortoise
209,5ce8f6c8-d53a-4f33-990a-8669a6bba7c5,cheese with fruit
210,edda7161-e08e-4dab-830e-6d6e6e9eaf64,food ingredient and semi-finished products
211,d9ed8619-3b59-45d8-a97a-729906c0049e,mobile telephone
212,cfb0d136-a7b7-4512-b1c7-14022c8ccf78,home delivery of pads
213,39ac6b4a-9689-4477-b9b7-d5f316664723,"household appliances, electrical - import-export"
214,66fef7a6-cf32-4d2a-b35f-6926c8f74d9c,men's clothing
215,a61fcdd1-0dfb-4623-9c88-3e2688e4662c,preprepared seafood
216,e5446afc-7483-4e05-b910-f9fed81deb92,canned fruits
217,96591973-1025-4a50-a44b-036aa1140532,non-alcoholic drinks
218,24c07649-df5d-47b2-9a9a-cadf9f0eed8b,export fresh fruits
219,e938c1b1-8679-420b-a5c9-5c5445fc0cba,export foods
220,5890e15d-7c3d-4098-9963-04092716a266,sweet chestnut cream
221,ace18d20-ddc9-4fb5-92e5-f140e7b1e09c,processes dry fruits
222,c6de201b-42a8-40d7-bc66-43ad92047ab3,wet halted cod
223,69bc2d88-d25b-4ba2-876d-f05e94513dfd,spice pepper
224,e73cc2c6-0081-4d55-9e17-3edc3b0c4ba0,turned tops
225,dfcf769c-59e0-465f-bca3-8428d4a07dea,marketing of fresh meat
226,56c5f7b2-ff3c-4ebc-9f50-26eea539d6bc,marketing of frozen meat
227,4e65ae07-fd98-40fd-9921-08d42a267473,dressed pork products
228,e8a9eb63-7bc5-407f-8943-609426516e64,frozen off
229,7eeb79ba-6b68-4f3d-a39a-f4c9eb21a50b,food product agents and representatives
230,e1a33ad7-ffc4-491a-b9d4-5d785218e8c4,meal needs
231,f3fdce8d-a9f4-46a3-a308-3e3eb566404f,bothering workshop
232,c62452c8-6783-4ce1-af5e-e8468a3995fd,organic meats
233,6587368b-acdb-45ff-8040-496574beab49,package garlic
234,23dfa6b8-8990-4d9f-85b6-c83605aee4dd,cotechino
235,439ed696-1b62-4ae7-ac09-2b2c2e3c5a8c,italian but wines
236,3fad0d96-ab5b-49d0-ab6d-ef974b75d687,organic wines
237,52ef06c4-6e5c-4f87-96da-d69f2876b5e2,bag in box wines
238,3f07325a-948a-420a-b83c-14f36a96b0e8,canned wines
239,d07bfc6c-8a0e-4f31-ab52-0cac3c4e9510,fortified wines
240,ef8df48f-9030-4066-bbe2-4d9b8508edf2,conveyed systems
241,c0301ecf-1cca-4d3c-89be-637f4eb6c36e,delivery causes and conveys for grapes and must
242,499aa85d-b6a1-47e5-ae07-774f414f37d0,castle to rent
243,6274597c-de83-4f34-a382-d81b249a20b1,horticultural and gardening machinery
244,6fada889-5bca-4481-9973-5c870f4366ea,wine-growing supplies
245,5dfa2b69-9f37-4ea2-80cd-fe5f66a2c21a,wine grapes
246,ac98121a-1b5e-4c44-8589-f8565fbbc83c,presses for the wine industry
247,3d407d8f-b6aa-4a4e-8e42-c04920a08aff,gastronomic products
248,fe19d118-5bd3-480b-89b4-72b4152c798d,button mushrooms
249,b972470f-b675-4d90-83cc-8a1017aa0080,mushroom packages
250,4b756cb9-34c2-46ba-8cf6-6530ac4d4063,substrate for king trumpet mushrooms
251,54d47dd1-cb17-4c12-b065-b7a40847d0a1,sale of substrates for king trumpet mushrooms
252,b455b0ab-00b4-44dd-9a9b-12dbb5a41dd1,forcing and bolts mushrooms
253,1422c0c0-dc09-4a12-b6a6-ac4ced69500a,chanterelle mushrooms
254,8b5ed7bf-f7f9-423d-84b1-61ae4d1137b3,frozen mushrooms
255,7860724c-c865-4a76-aeb2-168b2ed6536b,herb tears
256,e58a1a85-cc3c-4964-8c19-caab0e476355,small artichokes
257,1855eda3-22a9-4466-b39d-b0641297fb23,pickled preserves
258,389802e5-f389-44f5-ac65-34f6757f129f,mushroom specialise
259,43b0c8f3-66bf-4b5d-83f6-894354926c22,forcing mushrooms in oil
260,d98ae0e2-a715-4a48-ab77-42927fd76cce,tinned mushrooms
261,a7704cc3-ef7d-4571-8aba-deb6b6db5dbd,package fresh forcing mushrooms
262,3ad19ff2-7dfb-4c20-8064-f7bfb8c77782,mushrooms laminated in oil
263,ef8c0e2b-7d7d-4105-b622-33aadbc179c4,package potatoes
264,3903742f-5ed1-44b6-b8a0-72bb12228acd,fine wines
265,54993d24-6549-4fda-8e6a-4e1a16771279,mottling of extra virgin olive oil
266,48125781-f584-44e0-86d5-f8590e1815a8,animal oils and fats
267,9ffa2c02-409c-44b7-b038-4922b956b750,ham-slices for butchers and delicatessens
268,f26cafaa-64d9-4a85-a3f2-0dc000b6596f,ham slices for communities
269,d3106a29-6539-4de5-80fe-c723524439bb,machines for the food industry
270,42f1b3bf-47b0-408e-9df7-d4af3d7aec7e,systems and equipment for butcher shops
271,0e0c2823-7814-4f82-8c7d-d273c0bbe7d2,"cakes and parties, factory-baked"
272,f5ecf407-91cb-4bea-bdbf-31a1fcd4b191,cooking vinegar
273,7806b325-4540-4ffb-ae0c-582dfe06e339,olive oil bread
274,e27306f1-433f-4f47-a1b1-75eef357575c,dietetic foods
275,ae16131c-f804-454d-9913-efa7dec1d0fb,hand-made ice-cream
276,190258cb-cf37-44c2-8dc0-08a7161d1a9a,supplies for ice-cream parlour
277,482ad36d-fa33-4d87-ba24-715debcff6a0,frosted candles
278,53a05b49-85d1-4c25-80a1-a4b62207e971,trading machines for lives
279,e081d499-0966-4efd-bfb0-7abc40dfaf8b,product smiling
280,a1430bb8-42da-49df-b841-c6217ffeefb1,tuscans sheep's cheese
281,6a4e40b3-059f-4624-83de-8111874a2112,service apartments
282,e42a52c0-1331-4971-8c6e-aa51749e2717,wine shop
283,990f60e2-13cb-415d-91fe-4c426aa551a0,wines - marches
284,6dd048c9-4087-4c15-a799-0e4343a84372,champenois sparkling wine
285,1d496dfc-5ac4-42d9-85b0-38fa249bb456,subcontract single-portion packing in cachets
286,783926c0-57ba-4dd8-a77b-11ace2b59732,fresh stuffed past
287,1c6924e6-8524-48e4-a942-2f2144698b9c,dried potatoes in olive oil
288,c645906c-0961-4df0-9421-a1fc2ee74154,seed flour
289,eb4be8c2-6ced-486d-b3a1-def6b4bbf3ee,lumen-free product
290,8443cce0-8c7e-4b90-83fc-9057bacb2b0c,naturally learned bread
291,2b034cce-f7c4-4855-9388-4344e88d3e86,wine crates
292,1b8ba219-ee89-4d6f-a2ba-feecc64d5b02,artichokes in oil
293,97d1e82a-7d68-4c53-9a57-6c20d08567ff,wholesale baker products
294,f25c63fe-316c-4f4d-a00f-027777d0c929,wholesale production and sales
295,7e6a2f61-ca4b-4869-b733-abed52d30862,processing of olive oil
296,af90ceca-2f3a-4063-a493-4ff1ef9d1c76,cone crushed
297,5f1f69ed-3dbf-4a3d-8f88-cdfd1c8b0db5,producer of extra verginolive oil
298,63448922-0660-44fc-ac7e-51ac3ad68ffb,producer of julian wine
299,73f0ee74-6c2d-4e18-9729-d9d5b3c78e28,wholesale of ice-dreams
300,d72ad22b-9bb2-4a41-ade9-65de0c407f6a,potato crisis and potato-based snacks
301,c82593bb-beb8-4796-ae32-eb7061537b6c,manufacture of household items
302,2cd923ae-0c27-436d-a221-936537c49207,kitchen accessories
303,55b4c087-48a7-4340-add1-d8a183909bfe,corn flakes
304,93b1ecd8-a815-4d61-8d18-a832bb39fb2d,meat choppers and grinder
305,2f11d43a-f468-47c1-b545-87844e151b73,cooking preparation systems and equipment for the food and canning industry
306,7b009239-b057-4509-9b72-0fbe8c84d957,package broccoli
307,6ab60a0e-4559-4973-ac2f-f23c1aac4b1f,fresh fruit and vegetables from italy
308,e0b2d43c-9bbb-4fde-9a76-d89dca5dffa2,fresh ready-made vegetable-based dishes
309,050de5e8-8e79-47bf-87bf-6e9d86f39ee2,wines - campan
310,2114b0b7-2ca3-40b8-8136-dbfdcb2636d4,hills around nevada
311,f17abdcb-644c-47e1-97b5-51b11539be52,housing
312,820148c6-e129-4bd2-b6eb-52a3c8642f02,surrounded by trees
313,de23f3db-3b8d-4333-b161-ef7d7b445fd0,cheese factories
314,923c48c1-a8c7-47c8-bad2-7399d3c096bc,"clothing, fur"
315,b187eb23-9018-4694-a837-be901400099a,"software, technical and scientific"
316,c7e18705-1533-4e46-b9be-f5d4dbc354d7,holiday farm for school trips
317,1c4f9918-4fa6-4c9a-b373-5e42f683062b,installation of farming systems
318,cd5d4e20-2ae3-4e15-8bc5-ff1bbae08538,mowing machines
319,c24fac7d-926a-40bd-bb4b-1a4285f178c1,lowered cultivates
320,152e6a96-2e24-4890-9e20-ea71338a715f,"traitors, vineyards"
321,9c61cfde-e853-4977-a259-4c0118e577db,export of agricultural machinery
322,33e32fa3-c3fa-4cec-a3e6-ca8fd58da116,plastic - recovery and recalling
323,2aa0205c-24e2-4697-9490-ebb5342a1346,we sell exclusive properties vineyards and farm estates
324,61ddc7ef-e253-4fd5-bace-0d1763c67241,farming machinery
325,4d62b71b-6935-4050-ae25-6d46fa6cf4b8,high fashion
326,9555ae6d-4ebe-490b-9233-5feb25f3aca0,manned caprice leather for further's
327,13dc92e8-569c-4576-aae3-9b8761892d81,sawmills - machinery and equipment
328,d0e672f1-328f-4ea5-8f5c-6913df20a3dc,leaders for chickens
329,064045ed-943b-4e61-9f82-6e6d0d1e9390,animal feed trophies
330,105e58a0-d4a6-4a01-a085-6358794aaa44,tubes for feeding lines
331,dd6a5482-1eee-4d19-a3bd-75da284c3d26,machines for poultry farming
332,043cdc74-4e4d-433a-b1f0-50ff51d8efaf,ground roasted coffee
333,a44f0af8-18f6-427a-a405-c0a65be6e77c,ground coffee
334,6c057d9e-784c-470c-b37e-4236e27172bd,customised coffee blinds
335,a31b3e87-b3f7-4612-beb6-a54334746b2f,automatic feeding troughs for poultry farms
336,5a0ba3ed-0d33-495b-aa12-62abab602385,telescope boom lift rental
337,4b9a769c-f376-4268-a23c-fc24bd2ae621,motor-reduces
338,909dc1e9-7396-440a-8a40-535a517f7a8e,epicyclic reduction years
339,7a457622-09a1-4c54-bedc-29f963a1c6d7,gearmotor distribution
340,b446c276-3331-4db4-a75f-fe247db64161,microgears
341,a9d14d9f-51d8-4ec0-9bb5-d3fcbb31ae5a,gearmotors
342,ab3301a3-8fb2-470b-9801-eebe20674458,trading machines
343,cc1188fa-ed31-4dac-b955-2f1edb88d7ad,breadmaking systems and equipment
344,670b4dc3-90ac-4003-a9c0-d8ff038503a0,ship engines
345,ab7d29c2-44d6-40f2-9511-3a2999d8734c,cylinders and pistols
346,fd811cc5-269c-4129-9949-2033b236eafb,industrial machinery engines
347,ae2bf8ae-27a8-4129-9b45-5ae8b8439884,farm traitor engines
348,775e0d8b-4c01-4037-a26c-d04b4c5a2d3c,national market
349,14390ea8-9d48-41ed-9977-21a27b9b41c1,spoke mechanical machining
350,3cd3a485-5d26-445f-968f-35aeddf99248,roller chains for transmission
351,bce5ce00-d34d-4f2b-afa9-7f5a91c175c6,parts and accessories for mechanical goods conveys
352,e1c187ac-c011-4174-9013-d43ee1662654,poultry harvested
353,98744186-52fd-4d24-9d7c-80b3e2af8141,turkey leaders
354,c0046843-5770-4f86-863a-e8c6f30406b1,spare parts for earthmoving machinery
355,ee559b2f-bafc-4020-92d4-810c1be121c7,"photography, aerial"
356,65df4832-6504-4d7d-bada-b71aec53d9ae,drones for photovoltaic farms
357,bc86956e-6260-458e-9157-06c260923bff,tourism and agriculture
358,19c82a5e-b7bb-42f3-bda8-08f37f4cb7db,sale of combine-harvesters
359,b867e59c-4398-4612-ada1-0d423d35edaf,combine-harvested work
360,28ea6ac3-833e-4f59-9bd8-c185b154ad6b,heavy industrial vehicles
361,0133099d-44ae-423b-bcd2-94540ede7316,"wine growing, machinery and equipment"
362,95deb1f2-df98-4843-b5a8-23f19a283024,construction of sisters
363,70e2accb-582f-46c1-a6f9-5f7d50718b28,fine grain cooking sea salt
364,b6305d01-fdb5-44e6-92bb-454ff5205151,road maintenance salt and sand
365,87a4cd84-daa8-4cf7-a503-750c266e831f,"crates, plastic"
